pin,slack
Initial_blinking_SW2/cnt_RNI0PH5L[16]:A,
Initial_blinking_SW2/cnt_RNI0PH5L[16]:B,12558
Initial_blinking_SW2/cnt_RNI0PH5L[16]:C,16166
Initial_blinking_SW2/cnt_RNI0PH5L[16]:CC,11531
Initial_blinking_SW2/cnt_RNI0PH5L[16]:P,
Initial_blinking_SW2/cnt_RNI0PH5L[16]:S,11531
Initial_blinking_SW2/cnt_RNI0PH5L[16]:UB,16166
green_led2_obuf/U0/U_IOOUTFF:A,
green_led2_obuf/U0/U_IOOUTFF:Y,
green_led2_obuf/U0/U_IOPAD:D,
green_led2_obuf/U0/U_IOPAD:E,
green_led2_obuf/U0/U_IOPAD:PAD,
Fast_clk_SW2/cnt[25]:ADn,
Fast_clk_SW2/cnt[25]:ALn,16181
Fast_clk_SW2/cnt[25]:CLK,13794
Fast_clk_SW2/cnt[25]:D,11403
Fast_clk_SW2/cnt[25]:EN,
Fast_clk_SW2/cnt[25]:LAT,
Fast_clk_SW2/cnt[25]:Q,13794
Fast_clk_SW2/cnt[25]:SD,
Fast_clk_SW2/cnt[25]:SLn,
Initial_blinking_SW1/cnt_RNIGTRE31[14]:A,
Initial_blinking_SW1/cnt_RNIGTRE31[14]:B,11580
Initial_blinking_SW1/cnt_RNIGTRE31[14]:C,16160
Initial_blinking_SW1/cnt_RNIGTRE31[14]:CC,11467
Initial_blinking_SW1/cnt_RNIGTRE31[14]:P,11580
Initial_blinking_SW1/cnt_RNIGTRE31[14]:S,11467
Initial_blinking_SW1/cnt_RNIGTRE31[14]:UB,16160
Initial_blinking_SW1/un14_cntlto31_0_o3_0:A,12641
Initial_blinking_SW1/un14_cntlto31_0_o3_0:B,12544
Initial_blinking_SW1/un14_cntlto31_0_o3_0:C,11175
Initial_blinking_SW1/un14_cntlto31_0_o3_0:D,11529
Initial_blinking_SW1/un14_cntlto31_0_o3_0:Y,11175
Fast_clk_SW1/cnt[23]:ADn,
Fast_clk_SW1/cnt[23]:ALn,16181
Fast_clk_SW1/cnt[23]:CLK,13488
Fast_clk_SW1/cnt[23]:D,11494
Fast_clk_SW1/cnt[23]:EN,
Fast_clk_SW1/cnt[23]:LAT,
Fast_clk_SW1/cnt[23]:Q,13488
Fast_clk_SW1/cnt[23]:SD,
Fast_clk_SW1/cnt[23]:SLn,
Initial_blinking_SW2/cnt_RNIGAP2U[25]:A,
Initial_blinking_SW2/cnt_RNIGAP2U[25]:B,11838
Initial_blinking_SW2/cnt_RNIGAP2U[25]:C,16312
Initial_blinking_SW2/cnt_RNIGAP2U[25]:CC,11362
Initial_blinking_SW2/cnt_RNIGAP2U[25]:P,11838
Initial_blinking_SW2/cnt_RNIGAP2U[25]:S,11362
Initial_blinking_SW2/cnt_RNIGAP2U[25]:UB,16312
Fast_clk_SW2/un7_cntlto31_0_a2_0:A,14294
Fast_clk_SW2/un7_cntlto31_0_a2_0:B,14206
Fast_clk_SW2/un7_cntlto31_0_a2_0:C,12976
Fast_clk_SW2/un7_cntlto31_0_a2_0:D,12094
Fast_clk_SW2/un7_cntlto31_0_a2_0:Y,12094
Initial_blinking_SW2/un14_cntlto31_0_o2:A,12298
Initial_blinking_SW2/un14_cntlto31_0_o2:B,12428
Initial_blinking_SW2/un14_cntlto31_0_o2:C,11322
Initial_blinking_SW2/un14_cntlto31_0_o2:D,11295
Initial_blinking_SW2/un14_cntlto31_0_o2:Y,11295
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS_CC_1:CC[0],11741
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS_CC_1:CC[10],11472
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS_CC_1:CC[11],11401
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS_CC_1:CC[1],11649
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS_CC_1:CC[2],11580
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS_CC_1:CC[3],11686
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS_CC_1:CC[4],11603
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS_CC_1:CC[5],11531
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS_CC_1:CC[6],11672
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS_CC_1:CC[7],11528
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS_CC_1:CC[8],11457
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS_CC_1:CC[9],11571
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS_CC_1:CI,11238
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS_CC_1:CO,11238
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS_CC_1:P[0],11516
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS_CC_1:P[10],
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS_CC_1:P[11],
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS_CC_1:P[1],11457
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS_CC_1:P[2],11618
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS_CC_1:P[3],11643
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS_CC_1:P[4],
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS_CC_1:P[5],
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS_CC_1:P[6],11669
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS_CC_1:P[7],11642
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS_CC_1:P[8],11738
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS_CC_1:P[9],11784
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS_CC_1:UB[0],15851
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS_CC_1:UB[10],16185
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS_CC_1:UB[11],16328
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS_CC_1:UB[1],15962
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS_CC_1:UB[2],16101
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS_CC_1:UB[3],16013
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS_CC_1:UB[4],16058
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS_CC_1:UB[5],16166
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS_CC_1:UB[6],16030
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS_CC_1:UB[7],16098
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS_CC_1:UB[8],16226
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS_CC_1:UB[9],16164
Initial_blinking_SW1/cnt_RNIN5MOS[11]:A,
Initial_blinking_SW1/cnt_RNIN5MOS[11]:B,11453
Initial_blinking_SW1/cnt_RNIN5MOS[11]:C,16006
Initial_blinking_SW1/cnt_RNIN5MOS[11]:CC,11522
Initial_blinking_SW1/cnt_RNIN5MOS[11]:P,11453
Initial_blinking_SW1/cnt_RNIN5MOS[11]:S,11522
Initial_blinking_SW1/cnt_RNIN5MOS[11]:UB,16006
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS:A,12404
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS:B,14476
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS:C,11238
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS:CC,
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS:D,11295
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS:P,12641
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS:UB,15624
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS:Y,11238
Fast_clk_SW2/un14_cntlto31_0_o3:A,13518
Fast_clk_SW2/un14_cntlto31_0_o3:B,12511
Fast_clk_SW2/un14_cntlto31_0_o3:C,13644
Fast_clk_SW2/un14_cntlto31_0_o3:D,13741
Fast_clk_SW2/un14_cntlto31_0_o3:Y,12511
Fast_clk_SW1/cnt_RNIC7TLK1[20]:A,
Fast_clk_SW1/cnt_RNIC7TLK1[20]:B,11963
Fast_clk_SW1/cnt_RNIC7TLK1[20]:C,16372
Fast_clk_SW1/cnt_RNIC7TLK1[20]:CC,11542
Fast_clk_SW1/cnt_RNIC7TLK1[20]:P,11963
Fast_clk_SW1/cnt_RNIC7TLK1[20]:S,11542
Fast_clk_SW1/cnt_RNIC7TLK1[20]:UB,16372
Fast_clk_SW1/cnt_RNI1VE421[12]:A,
Fast_clk_SW1/cnt_RNI1VE421[12]:B,11591
Fast_clk_SW1/cnt_RNI1VE421[12]:C,16125
Fast_clk_SW1/cnt_RNI1VE421[12]:CC,11620
Fast_clk_SW1/cnt_RNI1VE421[12]:P,11591
Fast_clk_SW1/cnt_RNI1VE421[12]:S,11620
Fast_clk_SW1/cnt_RNI1VE421[12]:UB,16125
Initial_blinking_SW1/cnt[0]:ADn,
Initial_blinking_SW1/cnt[0]:ALn,16180
Initial_blinking_SW1/cnt[0]:CLK,15906
Initial_blinking_SW1/cnt[0]:D,12381
Initial_blinking_SW1/cnt[0]:EN,
Initial_blinking_SW1/cnt[0]:LAT,
Initial_blinking_SW1/cnt[0]:Q,15906
Initial_blinking_SW1/cnt[0]:SD,
Initial_blinking_SW1/cnt[0]:SLn,
Fast_clk_SW1/cnt_RNIHOD4C[3]:A,
Fast_clk_SW1/cnt_RNIHOD4C[3]:B,12571
Fast_clk_SW1/cnt_RNIHOD4C[3]:C,16010
Fast_clk_SW1/cnt_RNIHOD4C[3]:CC,13082
Fast_clk_SW1/cnt_RNIHOD4C[3]:P,
Fast_clk_SW1/cnt_RNIHOD4C[3]:S,12571
Fast_clk_SW1/cnt_RNIHOD4C[3]:UB,16010
Initial_blinking_SW1/cnt[12]:ADn,
Initial_blinking_SW1/cnt[12]:ALn,16180
Initial_blinking_SW1/cnt[12]:CLK,11676
Initial_blinking_SW1/cnt[12]:D,11430
Initial_blinking_SW1/cnt[12]:EN,
Initial_blinking_SW1/cnt[12]:LAT,
Initial_blinking_SW1/cnt[12]:Q,11676
Initial_blinking_SW1/cnt[12]:SD,
Initial_blinking_SW1/cnt[12]:SLn,
Fast_clk_SW1/un14_cntlto31_0_o2_0:A,11372
Fast_clk_SW1/un14_cntlto31_0_o2_0:B,11469
Fast_clk_SW1/un14_cntlto31_0_o2_0:C,11519
Fast_clk_SW1/un14_cntlto31_0_o2_0:Y,11372
Initial_blinking_SW2/cnt_RNIB9B131[30]:A,
Initial_blinking_SW2/cnt_RNIB9B131[30]:B,12328
Initial_blinking_SW2/cnt_RNIB9B131[30]:C,16823
Initial_blinking_SW2/cnt_RNIB9B131[30]:CC,11309
Initial_blinking_SW2/cnt_RNIB9B131[30]:P,12328
Initial_blinking_SW2/cnt_RNIB9B131[30]:S,11309
Initial_blinking_SW2/cnt_RNIB9B131[30]:UB,16823
Initial_blinking_SW1/cnt[20]:ADn,
Initial_blinking_SW1/cnt[20]:ALn,16180
Initial_blinking_SW1/cnt[20]:CLK,12518
Initial_blinking_SW1/cnt[20]:D,11352
Initial_blinking_SW1/cnt[20]:EN,
Initial_blinking_SW1/cnt[20]:LAT,
Initial_blinking_SW1/cnt[20]:Q,12518
Initial_blinking_SW1/cnt[20]:SD,
Initial_blinking_SW1/cnt[20]:SLn,
Clear_outputs/reset_RNIREK/U0_RGB1:An,
Clear_outputs/reset_RNIREK/U0_RGB1:ENn,
Clear_outputs/reset_RNIREK/U0_RGB1:YR,16181
Initial_blinking_SW2/cnt[12]:ADn,
Initial_blinking_SW2/cnt[12]:ALn,16181
Initial_blinking_SW2/cnt[12]:CLK,11560
Initial_blinking_SW2/cnt[12]:D,11649
Initial_blinking_SW2/cnt[12]:EN,
Initial_blinking_SW2/cnt[12]:LAT,
Initial_blinking_SW2/cnt[12]:Q,11560
Initial_blinking_SW2/cnt[12]:SD,
Initial_blinking_SW2/cnt[12]:SLn,
Fast_clk_SW2/cnt_RNIGAI5N[6]:A,
Fast_clk_SW2/cnt_RNIGAI5N[6]:B,11640
Fast_clk_SW2/cnt_RNIGAI5N[6]:C,16035
Fast_clk_SW2/cnt_RNIGAI5N[6]:CC,11764
Fast_clk_SW2/cnt_RNIGAI5N[6]:P,11640
Fast_clk_SW2/cnt_RNIGAI5N[6]:S,11764
Fast_clk_SW2/cnt_RNIGAI5N[6]:UB,16035
Initial_blinking_SW1/un7_cntlto31_0_a2_0:A,14348
Initial_blinking_SW1/un7_cntlto31_0_a2_0:B,14260
Initial_blinking_SW1/un7_cntlto31_0_a2_0:C,11919
Initial_blinking_SW1/un7_cntlto31_0_a2_0:D,13259
Initial_blinking_SW1/un7_cntlto31_0_a2_0:Y,11919
Fast_clk_SW2/cnt[20]:ADn,
Fast_clk_SW2/cnt[20]:ALn,16180
Fast_clk_SW2/cnt[20]:CLK,12629
Fast_clk_SW2/cnt[20]:D,11587
Fast_clk_SW2/cnt[20]:EN,
Fast_clk_SW2/cnt[20]:LAT,
Fast_clk_SW2/cnt[20]:Q,12629
Fast_clk_SW2/cnt[20]:SD,
Fast_clk_SW2/cnt[20]:SLn,
Fast_clk_SW1/cnt_RNIVLMBI1[19]:A,
Fast_clk_SW1/cnt_RNIVLMBI1[19]:B,11971
Fast_clk_SW1/cnt_RNIVLMBI1[19]:C,16357
Fast_clk_SW1/cnt_RNIVLMBI1[19]:CC,11428
Fast_clk_SW1/cnt_RNIVLMBI1[19]:P,11971
Fast_clk_SW1/cnt_RNIVLMBI1[19]:S,11428
Fast_clk_SW1/cnt_RNIVLMBI1[19]:UB,16357
Fast_clk_SW2/cnt[11]:ADn,
Fast_clk_SW2/cnt[11]:ALn,16180
Fast_clk_SW2/cnt[11]:CLK,11500
Fast_clk_SW2/cnt[11]:D,11757
Fast_clk_SW2/cnt[11]:EN,
Fast_clk_SW2/cnt[11]:LAT,
Fast_clk_SW2/cnt[11]:Q,11500
Fast_clk_SW2/cnt[11]:SD,
Fast_clk_SW2/cnt[11]:SLn,
Initial_blinking_SW2/cnt_RNI2TR6H[12]:A,
Initial_blinking_SW2/cnt_RNI2TR6H[12]:B,11457
Initial_blinking_SW2/cnt_RNI2TR6H[12]:C,15962
Initial_blinking_SW2/cnt_RNI2TR6H[12]:CC,11649
Initial_blinking_SW2/cnt_RNI2TR6H[12]:P,11457
Initial_blinking_SW2/cnt_RNI2TR6H[12]:S,11649
Initial_blinking_SW2/cnt_RNI2TR6H[12]:UB,15962
Initial_blinking_SW2/cnt[7]:ADn,
Initial_blinking_SW2/cnt[7]:ALn,16181
Initial_blinking_SW2/cnt[7]:CLK,16023
Initial_blinking_SW2/cnt[7]:D,11677
Initial_blinking_SW2/cnt[7]:EN,
Initial_blinking_SW2/cnt[7]:LAT,
Initial_blinking_SW2/cnt[7]:Q,16023
Initial_blinking_SW2/cnt[7]:SD,
Initial_blinking_SW2/cnt[7]:SLn,
Initial_blinking_SW1/cnt[14]:ADn,
Initial_blinking_SW1/cnt[14]:ALn,16180
Initial_blinking_SW1/cnt[14]:CLK,12544
Initial_blinking_SW1/cnt[14]:D,11467
Initial_blinking_SW1/cnt[14]:EN,
Initial_blinking_SW1/cnt[14]:LAT,
Initial_blinking_SW1/cnt[14]:Q,12544
Initial_blinking_SW1/cnt[14]:SD,
Initial_blinking_SW1/cnt[14]:SLn,
Fast_clk_SW2/cnt_RNINO1CH[4]:A,
Fast_clk_SW2/cnt_RNINO1CH[4]:B,12616
Fast_clk_SW2/cnt_RNINO1CH[4]:C,16103
Fast_clk_SW2/cnt_RNINO1CH[4]:CC,13075
Fast_clk_SW2/cnt_RNINO1CH[4]:P,
Fast_clk_SW2/cnt_RNINO1CH[4]:S,12616
Fast_clk_SW2/cnt_RNINO1CH[4]:UB,16103
Initial_blinking_SW1/un14_cntlto31_0_a2_1_3:A,11390
Initial_blinking_SW1/un14_cntlto31_0_a2_1_3:B,11440
Initial_blinking_SW1/un14_cntlto31_0_a2_1_3:C,11293
Initial_blinking_SW1/un14_cntlto31_0_a2_1_3:D,11175
Initial_blinking_SW1/un14_cntlto31_0_a2_1_3:Y,11175
Fast_clk_SW1/cnt_RNI3F5DB1[16]:A,
Fast_clk_SW1/cnt_RNI3F5DB1[16]:B,12571
Fast_clk_SW1/cnt_RNI3F5DB1[16]:C,16329
Fast_clk_SW1/cnt_RNI3F5DB1[16]:CC,11502
Fast_clk_SW1/cnt_RNI3F5DB1[16]:P,
Fast_clk_SW1/cnt_RNI3F5DB1[16]:S,11502
Fast_clk_SW1/cnt_RNI3F5DB1[16]:UB,16329
Fast_clk_SW2/un7_cntlto31_0_a2_1:A,12094
Fast_clk_SW2/un7_cntlto31_0_a2_1:B,13301
Fast_clk_SW2/un7_cntlto31_0_a2_1:Y,12094
Fast_clk_SW1/cnt_RNI05QO61[14]:A,
Fast_clk_SW1/cnt_RNI05QO61[14]:B,11777
Fast_clk_SW1/cnt_RNI05QO61[14]:C,16168
Fast_clk_SW1/cnt_RNI05QO61[14]:CC,11657
Fast_clk_SW1/cnt_RNI05QO61[14]:P,11777
Fast_clk_SW1/cnt_RNI05QO61[14]:S,11657
Fast_clk_SW1/cnt_RNI05QO61[14]:UB,16168
clk_ibuf_RNIVTI2/U0:An,
clk_ibuf_RNIVTI2/U0:ENn,
clk_ibuf_RNIVTI2/U0:YWn,
Fast_clk_SW1/cnt_RNIJ2E5M[7]:A,
Fast_clk_SW1/cnt_RNIJ2E5M[7]:B,11707
Fast_clk_SW1/cnt_RNIJ2E5M[7]:C,16178
Fast_clk_SW1/cnt_RNIJ2E5M[7]:CC,11648
Fast_clk_SW1/cnt_RNIJ2E5M[7]:P,11707
Fast_clk_SW1/cnt_RNIJ2E5M[7]:S,11648
Fast_clk_SW1/cnt_RNIJ2E5M[7]:UB,16178
Initial_blinking_SW2/cnt[14]:ADn,
Initial_blinking_SW2/cnt[14]:ALn,16181
Initial_blinking_SW2/cnt[14]:CLK,11419
Initial_blinking_SW2/cnt[14]:D,11686
Initial_blinking_SW2/cnt[14]:EN,
Initial_blinking_SW2/cnt[14]:LAT,
Initial_blinking_SW2/cnt[14]:Q,11419
Initial_blinking_SW2/cnt[14]:SD,
Initial_blinking_SW2/cnt[14]:SLn,
Fast_clk_SW2/cnt[17]:ADn,
Fast_clk_SW2/cnt[17]:ALn,16180
Fast_clk_SW2/cnt[17]:CLK,13697
Fast_clk_SW2/cnt[17]:D,11688
Fast_clk_SW2/cnt[17]:EN,
Fast_clk_SW2/cnt[17]:LAT,
Fast_clk_SW2/cnt[17]:Q,13697
Fast_clk_SW2/cnt[17]:SD,
Fast_clk_SW2/cnt[17]:SLn,
Fast_clk_SW1/cnt_RNIGHKE41[13]:A,
Fast_clk_SW1/cnt_RNIGHKE41[13]:B,11806
Fast_clk_SW1/cnt_RNIGHKE41[13]:C,16264
Fast_clk_SW1/cnt_RNIGHKE41[13]:CC,11551
Fast_clk_SW1/cnt_RNIGHKE41[13]:P,11806
Fast_clk_SW1/cnt_RNIGHKE41[13]:S,11551
Fast_clk_SW1/cnt_RNIGHKE41[13]:UB,16264
Fast_clk_SW1/un14_cntlto31_0_a2_1_3:A,11733
Fast_clk_SW1/un14_cntlto31_0_a2_1_3:B,11518
Fast_clk_SW1/un14_cntlto31_0_a2_1_3:C,11783
Fast_clk_SW1/un14_cntlto31_0_a2_1_3:D,11636
Fast_clk_SW1/un14_cntlto31_0_a2_1_3:Y,11518
Initial_blinking_SW2/un7_cntlto31_0:A,13693
Initial_blinking_SW2/un7_cntlto31_0:B,13731
Initial_blinking_SW2/un7_cntlto31_0:C,17549
Initial_blinking_SW2/un7_cntlto31_0:D,15191
Initial_blinking_SW2/un7_cntlto31_0:Y,13693
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS_CC_0:CC[0],
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS_CC_0:CC[10],11692
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS_CC_0:CC[11],11620
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS_CC_0:CC[1],13641
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS_CC_0:CC[2],13570
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS_CC_0:CC[3],13248
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS_CC_0:CC[4],13168
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS_CC_0:CC[5],13109
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS_CC_0:CC[6],11856
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS_CC_0:CC[7],11748
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS_CC_0:CC[8],11677
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS_CC_0:CC[9],11791
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS_CC_0:CI,
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS_CC_0:CO,11238
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS_CC_0:P[0],12641
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS_CC_0:P[10],
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS_CC_0:P[11],
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS_CC_0:P[1],11238
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS_CC_0:P[2],11399
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS_CC_0:P[3],11424
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS_CC_0:P[4],
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS_CC_0:P[5],
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS_CC_0:P[6],11450
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS_CC_0:P[7],11423
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS_CC_0:P[8],11519
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS_CC_0:P[9],11565
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS_CC_0:UB[0],15624
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS_CC_0:UB[10],15966
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS_CC_0:UB[11],16109
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS_CC_0:UB[1],15751
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS_CC_0:UB[2],15898
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS_CC_0:UB[3],15802
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS_CC_0:UB[4],15847
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS_CC_0:UB[5],15955
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS_CC_0:UB[6],15827
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS_CC_0:UB[7],15895
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS_CC_0:UB[8],16023
Initial_blinking_SW2/un14_cntlto31_0_0_RNID8IS_CC_0:UB[9],15945
Fast_clk_SW1/un7_cntlto31_0_a2_1:A,11761
Fast_clk_SW1/un7_cntlto31_0_a2_1:B,12968
Fast_clk_SW1/un7_cntlto31_0_a2_1:Y,11761
Initial_blinking_SW1/cnt_RNISI6BF[5]:A,
Initial_blinking_SW1/cnt_RNISI6BF[5]:B,11387
Initial_blinking_SW1/cnt_RNISI6BF[5]:C,15974
Initial_blinking_SW1/cnt_RNISI6BF[5]:CC,11637
Initial_blinking_SW1/cnt_RNISI6BF[5]:P,11387
Initial_blinking_SW1/cnt_RNISI6BF[5]:S,11637
Initial_blinking_SW1/cnt_RNISI6BF[5]:UB,15974
Fast_clk_SW1/cnt[16]:ADn,
Fast_clk_SW1/cnt[16]:ALn,16181
Fast_clk_SW1/cnt[16]:CLK,13666
Fast_clk_SW1/cnt[16]:D,11502
Fast_clk_SW1/cnt[16]:EN,
Fast_clk_SW1/cnt[16]:LAT,
Fast_clk_SW1/cnt[16]:Q,13666
Fast_clk_SW1/cnt[16]:SD,
Fast_clk_SW1/cnt[16]:SLn,
Fast_clk_SW2/un7_cntlto31_0_a3:A,16196
Fast_clk_SW2/un7_cntlto31_0_a3:B,12094
Fast_clk_SW2/un7_cntlto31_0_a3:C,16402
Fast_clk_SW2/un7_cntlto31_0_a3:D,16306
Fast_clk_SW2/un7_cntlto31_0_a3:Y,12094
Initial_blinking_SW2/un7_cntlto31_0_1:A,16407
Initial_blinking_SW2/un7_cntlto31_0_1:B,13693
Initial_blinking_SW2/un7_cntlto31_0_1:C,16263
Initial_blinking_SW2/un7_cntlto31_0_1:D,16351
Initial_blinking_SW2/un7_cntlto31_0_1:Y,13693
Initial_blinking_SW2/cnt[28]:ADn,
Initial_blinking_SW2/cnt[28]:ALn,16181
Initial_blinking_SW2/cnt[28]:CLK,11318
Initial_blinking_SW2/cnt[28]:D,11313
Initial_blinking_SW2/cnt[28]:EN,
Initial_blinking_SW2/cnt[28]:LAT,
Initial_blinking_SW2/cnt[28]:Q,11318
Initial_blinking_SW2/cnt[28]:SD,
Initial_blinking_SW2/cnt[28]:SLn,
Fast_clk_SW1/cnt[5]:ADn,
Fast_clk_SW1/cnt[5]:ALn,16181
Fast_clk_SW1/cnt[5]:CLK,11636
Fast_clk_SW1/cnt[5]:D,11827
Fast_clk_SW1/cnt[5]:EN,
Fast_clk_SW1/cnt[5]:LAT,
Fast_clk_SW1/cnt[5]:Q,11636
Fast_clk_SW1/cnt[5]:SD,
Fast_clk_SW1/cnt[5]:SLn,
Initial_blinking_SW2/cnt[3]:ADn,
Initial_blinking_SW2/cnt[3]:ALn,16181
Initial_blinking_SW2/cnt[3]:CLK,15847
Initial_blinking_SW2/cnt[3]:D,12558
Initial_blinking_SW2/cnt[3]:EN,
Initial_blinking_SW2/cnt[3]:LAT,
Initial_blinking_SW2/cnt[3]:Q,15847
Initial_blinking_SW2/cnt[3]:SD,
Initial_blinking_SW2/cnt[3]:SLn,
Initial_blinking_SW1/cnt_RNIP64AL1[22]:A,
Initial_blinking_SW1/cnt_RNIP64AL1[22]:B,12381
Initial_blinking_SW1/cnt_RNIP64AL1[22]:C,16467
Initial_blinking_SW1/cnt_RNIP64AL1[22]:CC,11182
Initial_blinking_SW1/cnt_RNIP64AL1[22]:P,
Initial_blinking_SW1/cnt_RNIP64AL1[22]:S,11182
Initial_blinking_SW1/cnt_RNIP64AL1[22]:UB,16467
Initial_blinking_SW1/cnt[10]:ADn,
Initial_blinking_SW1/cnt[10]:ALn,16180
Initial_blinking_SW1/cnt[10]:CLK,12641
Initial_blinking_SW1/cnt[10]:D,11401
Initial_blinking_SW1/cnt[10]:EN,
Initial_blinking_SW1/cnt[10]:LAT,
Initial_blinking_SW1/cnt[10]:Q,12641
Initial_blinking_SW1/cnt[10]:SD,
Initial_blinking_SW1/cnt[10]:SLn,
Fast_clk_SW1/cnt_RNIM7MLO[8]:A,
Fast_clk_SW1/cnt_RNIM7MLO[8]:B,11699
Fast_clk_SW1/cnt_RNIM7MLO[8]:C,16108
Fast_clk_SW1/cnt_RNIM7MLO[8]:CC,11762
Fast_clk_SW1/cnt_RNIM7MLO[8]:P,11699
Fast_clk_SW1/cnt_RNIM7MLO[8]:S,11762
Fast_clk_SW1/cnt_RNIM7MLO[8]:UB,16108
Fast_clk_SW1/cnt_RNIHPV291[15]:A,
Fast_clk_SW1/cnt_RNIHPV291[15]:B,12571
Fast_clk_SW1/cnt_RNIHPV291[15]:C,16213
Fast_clk_SW1/cnt_RNIHPV291[15]:CC,11574
Fast_clk_SW1/cnt_RNIHPV291[15]:P,
