pin,slack
Fast_clk_SW1/cnt_RNIHPV291[15]:S,11574
Fast_clk_SW1/cnt_RNIHPV291[15]:UB,16213
Fast_clk_SW1/cnt[20]:ADn,
Fast_clk_SW1/cnt[20]:ALn,16181
Fast_clk_SW1/cnt[20]:CLK,12385
Fast_clk_SW1/cnt[20]:D,11542
Fast_clk_SW1/cnt[20]:EN,
Fast_clk_SW1/cnt[20]:LAT,
Fast_clk_SW1/cnt[20]:Q,12385
Fast_clk_SW1/cnt[20]:SD,
Fast_clk_SW1/cnt[20]:SLn,
Clear_outputs/reset:ADn,
Clear_outputs/reset:ALn,
Clear_outputs/reset:CLK,
Clear_outputs/reset:D,
Clear_outputs/reset:EN,
Clear_outputs/reset:LAT,
Clear_outputs/reset:Q,
Clear_outputs/reset:SD,
Clear_outputs/reset:SLn,
Initial_blinking_SW2/cnt_RNIIAV3Q[21]:A,
Initial_blinking_SW2/cnt_RNIIAV3Q[21]:B,12558
Initial_blinking_SW2/cnt_RNIIAV3Q[21]:C,16185
Initial_blinking_SW2/cnt_RNIIAV3Q[21]:CC,11472
Initial_blinking_SW2/cnt_RNIIAV3Q[21]:P,
Initial_blinking_SW2/cnt_RNIIAV3Q[21]:S,11472
Initial_blinking_SW2/cnt_RNIIAV3Q[21]:UB,16185
Fast_clk_SW2/un14_cntlto31_0_o3_0:A,12779
Fast_clk_SW2/un14_cntlto31_0_o3_0:B,12682
Fast_clk_SW2/un14_cntlto31_0_o3_0:C,11403
Fast_clk_SW2/un14_cntlto31_0_o3_0:D,11549
Fast_clk_SW2/un14_cntlto31_0_o3_0:Y,11403
red_led1_obuf/U0/U_IOOUTFF:A,
red_led1_obuf/U0/U_IOOUTFF:Y,
Initial_blinking_SW2/cnt[10]:ADn,
Initial_blinking_SW2/cnt[10]:ALn,16181
Initial_blinking_SW2/cnt[10]:CLK,11295
Initial_blinking_SW2/cnt[10]:D,11620
Initial_blinking_SW2/cnt[10]:EN,
Initial_blinking_SW2/cnt[10]:LAT,
Initial_blinking_SW2/cnt[10]:Q,11295
Initial_blinking_SW2/cnt[10]:SD,
Initial_blinking_SW2/cnt[10]:SLn,
Initial_blinking_SW1/un14_cntlto31_0_o3_RNIJL5T1_CC_1:CC[0],11522
Initial_blinking_SW1/un14_cntlto31_0_o3_RNIJL5T1_CC_1:CC[10],11253
Initial_blinking_SW1/un14_cntlto31_0_o3_RNIJL5T1_CC_1:CC[11],11182
Initial_blinking_SW1/un14_cntlto31_0_o3_RNIJL5T1_CC_1:CC[1],11430
Initial_blinking_SW1/un14_cntlto31_0_o3_RNIJL5T1_CC_1:CC[2],11361
Initial_blinking_SW1/un14_cntlto31_0_o3_RNIJL5T1_CC_1:CC[3],11467
Initial_blinking_SW1/un14_cntlto31_0_o3_RNIJL5T1_CC_1:CC[4],11384
Initial_blinking_SW1/un14_cntlto31_0_o3_RNIJL5T1_CC_1:CC[5],11312
Initial_blinking_SW1/un14_cntlto31_0_o3_RNIJL5T1_CC_1:CC[6],11453
Initial_blinking_SW1/un14_cntlto31_0_o3_RNIJL5T1_CC_1:CC[7],11309
Initial_blinking_SW1/un14_cntlto31_0_o3_RNIJL5T1_CC_1:CC[8],11238
Initial_blinking_SW1/un14_cntlto31_0_o3_RNIJL5T1_CC_1:CC[9],11352
Initial_blinking_SW1/un14_cntlto31_0_o3_RNIJL5T1_CC_1:CI,11175
Initial_blinking_SW1/un14_cntlto31_0_o3_RNIJL5T1_CC_1:CO,11175
Initial_blinking_SW1/un14_cntlto31_0_o3_RNIJL5T1_CC_1:P[0],11453
Initial_blinking_SW1/un14_cntlto31_0_o3_RNIJL5T1_CC_1:P[10],
Initial_blinking_SW1/un14_cntlto31_0_o3_RNIJL5T1_CC_1:P[11],
Initial_blinking_SW1/un14_cntlto31_0_o3_RNIJL5T1_CC_1:P[1],11394
Initial_blinking_SW1/un14_cntlto31_0_o3_RNIJL5T1_CC_1:P[2],11627
Initial_blinking_SW1/un14_cntlto31_0_o3_RNIJL5T1_CC_1:P[3],11580
Initial_blinking_SW1/un14_cntlto31_0_o3_RNIJL5T1_CC_1:P[4],
Initial_blinking_SW1/un14_cntlto31_0_o3_RNIJL5T1_CC_1:P[5],
Initial_blinking_SW1/un14_cntlto31_0_o3_RNIJL5T1_CC_1:P[6],11565
Initial_blinking_SW1/un14_cntlto31_0_o3_RNIJL5T1_CC_1:P[7],11651
Initial_blinking_SW1/un14_cntlto31_0_o3_RNIJL5T1_CC_1:P[8],11747
Initial_blinking_SW1/un14_cntlto31_0_o3_RNIJL5T1_CC_1:P[9],11721
Initial_blinking_SW1/un14_cntlto31_0_o3_RNIJL5T1_CC_1:UB[0],16006
Initial_blinking_SW1/un14_cntlto31_0_o3_RNIJL5T1_CC_1:UB[10],16340
Initial_blinking_SW1/un14_cntlto31_0_o3_RNIJL5T1_CC_1:UB[11],16467
Initial_blinking_SW1/un14_cntlto31_0_o3_RNIJL5T1_CC_1:UB[1],16117
Initial_blinking_SW1/un14_cntlto31_0_o3_RNIJL5T1_CC_1:UB[2],16264
Initial_blinking_SW1/un14_cntlto31_0_o3_RNIJL5T1_CC_1:UB[3],16160
Initial_blinking_SW1/un14_cntlto31_0_o3_RNIJL5T1_CC_1:UB[4],16205
Initial_blinking_SW1/un14_cntlto31_0_o3_RNIJL5T1_CC_1:UB[5],16313
Initial_blinking_SW1/un14_cntlto31_0_o3_RNIJL5T1_CC_1:UB[6],16160
Initial_blinking_SW1/un14_cntlto31_0_o3_RNIJL5T1_CC_1:UB[7],16229
Initial_blinking_SW1/un14_cntlto31_0_o3_RNIJL5T1_CC_1:UB[8],16356
Initial_blinking_SW1/un14_cntlto31_0_o3_RNIJL5T1_CC_1:UB[9],16319
Clear_outputs/reset_RNIREK/U0_RGB1_RGB1:An,
Clear_outputs/reset_RNIREK/U0_RGB1_RGB1:ENn,
Clear_outputs/reset_RNIREK/U0_RGB1_RGB1:YR,16181
Fast_clk_SW1/cnt[0]:ADn,
Fast_clk_SW1/cnt[0]:ALn,16181
Fast_clk_SW1/cnt[0]:CLK,15914
Fast_clk_SW1/cnt[0]:D,12571
Fast_clk_SW1/cnt[0]:EN,
Fast_clk_SW1/cnt[0]:LAT,
Fast_clk_SW1/cnt[0]:Q,15914
Fast_clk_SW1/cnt[0]:SD,
Fast_clk_SW1/cnt[0]:SLn,
Fast_clk_SW1/cnt[2]:ADn,
Fast_clk_SW1/cnt[2]:ALn,16181
Fast_clk_SW1/cnt[2]:CLK,15965
Fast_clk_SW1/cnt[2]:D,12571
Fast_clk_SW1/cnt[2]:EN,
Fast_clk_SW1/cnt[2]:LAT,
Fast_clk_SW1/cnt[2]:Q,15965
Fast_clk_SW1/cnt[2]:SD,
Fast_clk_SW1/cnt[2]:SLn,
green_led1_obuf/U0/U_IOENFF:A,
green_led1_obuf/U0/U_IOENFF:Y,
Fast_clk_SW2/cnt_RNID03VS[8]:A,
Fast_clk_SW2/cnt_RNID03VS[8]:B,11730
Fast_clk_SW2/cnt_RNID03VS[8]:C,16093
Fast_clk_SW2/cnt_RNID03VS[8]:CC,11807
Fast_clk_SW2/cnt_RNID03VS[8]:P,11730
Fast_clk_SW2/cnt_RNID03VS[8]:S,11807
Fast_clk_SW2/cnt_RNID03VS[8]:UB,16093
Fast_clk_SW1/un14_cntlto31_0_o3_RNIVUD32_CC_1:CC[0],11712
Fast_clk_SW1/un14_cntlto31_0_o3_RNIVUD32_CC_1:CC[10],11443
Fast_clk_SW1/un14_cntlto31_0_o3_RNIVUD32_CC_1:CC[11],11372
Fast_clk_SW1/un14_cntlto31_0_o3_RNIVUD32_CC_1:CC[1],11620
Fast_clk_SW1/un14_cntlto31_0_o3_RNIVUD32_CC_1:CC[2],11551
Fast_clk_SW1/un14_cntlto31_0_o3_RNIVUD32_CC_1:CC[3],11657
Fast_clk_SW1/un14_cntlto31_0_o3_RNIVUD32_CC_1:CC[4],11574
Fast_clk_SW1/un14_cntlto31_0_o3_RNIVUD32_CC_1:CC[5],11502
Fast_clk_SW1/un14_cntlto31_0_o3_RNIVUD32_CC_1:CC[6],11643
Fast_clk_SW1/un14_cntlto31_0_o3_RNIVUD32_CC_1:CC[7],11499
Fast_clk_SW1/un14_cntlto31_0_o3_RNIVUD32_CC_1:CC[8],11428
Fast_clk_SW1/un14_cntlto31_0_o3_RNIVUD32_CC_1:CC[9],11542
Fast_clk_SW1/un14_cntlto31_0_o3_RNIVUD32_CC_1:CI,11372
Fast_clk_SW1/un14_cntlto31_0_o3_RNIVUD32_CC_1:CO,11417
Fast_clk_SW1/un14_cntlto31_0_o3_RNIVUD32_CC_1:P[0],11650
Fast_clk_SW1/un14_cntlto31_0_o3_RNIVUD32_CC_1:P[10],
Fast_clk_SW1/un14_cntlto31_0_o3_RNIVUD32_CC_1:P[11],
Fast_clk_SW1/un14_cntlto31_0_o3_RNIVUD32_CC_1:P[1],11591
Fast_clk_SW1/un14_cntlto31_0_o3_RNIVUD32_CC_1:P[2],11806
Fast_clk_SW1/un14_cntlto31_0_o3_RNIVUD32_CC_1:P[3],11777
Fast_clk_SW1/un14_cntlto31_0_o3_RNIVUD32_CC_1:P[4],
Fast_clk_SW1/un14_cntlto31_0_o3_RNIVUD32_CC_1:P[5],
Fast_clk_SW1/un14_cntlto31_0_o3_RNIVUD32_CC_1:P[6],11755
Fast_clk_SW1/un14_cntlto31_0_o3_RNIVUD32_CC_1:P[7],11875
Fast_clk_SW1/un14_cntlto31_0_o3_RNIVUD32_CC_1:P[8],11971
Fast_clk_SW1/un14_cntlto31_0_o3_RNIVUD32_CC_1:P[9],11963
Fast_clk_SW1/un14_cntlto31_0_o3_RNIVUD32_CC_1:UB[0],16014
Fast_clk_SW1/un14_cntlto31_0_o3_RNIVUD32_CC_1:UB[10],16377
Fast_clk_SW1/un14_cntlto31_0_o3_RNIVUD32_CC_1:UB[11],16520
Fast_clk_SW1/un14_cntlto31_0_o3_RNIVUD32_CC_1:UB[1],16125
Fast_clk_SW1/un14_cntlto31_0_o3_RNIVUD32_CC_1:UB[2],16264
Fast_clk_SW1/un14_cntlto31_0_o3_RNIVUD32_CC_1:UB[3],16168
Fast_clk_SW1/un14_cntlto31_0_o3_RNIVUD32_CC_1:UB[4],16213
Fast_clk_SW1/un14_cntlto31_0_o3_RNIVUD32_CC_1:UB[5],16329
Fast_clk_SW1/un14_cntlto31_0_o3_RNIVUD32_CC_1:UB[6],16161
Fast_clk_SW1/un14_cntlto31_0_o3_RNIVUD32_CC_1:UB[7],16230
Fast_clk_SW1/un14_cntlto31_0_o3_RNIVUD32_CC_1:UB[8],16357
Fast_clk_SW1/un14_cntlto31_0_o3_RNIVUD32_CC_1:UB[9],16372
Initial_blinking_SW2/cnt[21]:ADn,
Initial_blinking_SW2/cnt[21]:ALn,16181
Initial_blinking_SW2/cnt[21]:CLK,12537
Initial_blinking_SW2/cnt[21]:D,11472
Initial_blinking_SW2/cnt[21]:EN,
Initial_blinking_SW2/cnt[21]:LAT,
Initial_blinking_SW2/cnt[21]:Q,12537
Initial_blinking_SW2/cnt[21]:SD,
Initial_blinking_SW2/cnt[21]:SLn,
Initial_blinking_SW2/un7_cntlto31_0_0:A,15986
Initial_blinking_SW2/un7_cntlto31_0_0:B,16192
Initial_blinking_SW2/un7_cntlto31_0_0:C,13731
Initial_blinking_SW2/un7_cntlto31_0_0:D,13924
Initial_blinking_SW2/un7_cntlto31_0_0:Y,13731
Initial_blinking_SW2/cnt_RNIUVNS4[2]:A,
Initial_blinking_SW2/cnt_RNIUVNS4[2]:B,11424
Initial_blinking_SW2/cnt_RNIUVNS4[2]:C,15802
Initial_blinking_SW2/cnt_RNIUVNS4[2]:CC,13248
Initial_blinking_SW2/cnt_RNIUVNS4[2]:P,11424
Initial_blinking_SW2/cnt_RNIUVNS4[2]:S,12558
Initial_blinking_SW2/cnt_RNIUVNS4[2]:UB,15802
Fast_clk_SW2/cnt_RNI31Q8K[5]:A,
Fast_clk_SW2/cnt_RNI31Q8K[5]:B,11615
Fast_clk_SW2/cnt_RNI31Q8K[5]:C,15967
Fast_clk_SW2/cnt_RNI31Q8K[5]:CC,11872
Fast_clk_SW2/cnt_RNI31Q8K[5]:P,11615
Fast_clk_SW2/cnt_RNI31Q8K[5]:S,11872
Fast_clk_SW2/cnt_RNI31Q8K[5]:UB,15967
Initial_blinking_SW1/cnt[2]:ADn,
Initial_blinking_SW1/cnt[2]:ALn,16180
Initial_blinking_SW1/cnt[2]:CLK,15957
Initial_blinking_SW1/cnt[2]:D,12381
Initial_blinking_SW1/cnt[2]:EN,
Initial_blinking_SW1/cnt[2]:LAT,
Initial_blinking_SW1/cnt[2]:Q,15957
Initial_blinking_SW1/cnt[2]:SD,
Initial_blinking_SW1/cnt[2]:SLn,
Fast_clk_SW2/cnt_RNIP5PL8[1]:A,
Fast_clk_SW2/cnt_RNIP5PL8[1]:B,11616
Fast_clk_SW2/cnt_RNIP5PL8[1]:C,16046
Fast_clk_SW2/cnt_RNIP5PL8[1]:CC,13536
Fast_clk_SW2/cnt_RNIP5PL8[1]:P,11616
Fast_clk_SW2/cnt_RNIP5PL8[1]:S,12616
Fast_clk_SW2/cnt_RNIP5PL8[1]:UB,16046
Initial_blinking_SW2/cnt_RNIUQJ121[29]:A,
Initial_blinking_SW2/cnt_RNIUQJ121[29]:B,12233
Initial_blinking_SW2/cnt_RNIUQJ121[29]:C,16656
Initial_blinking_SW2/cnt_RNIUQJ121[29]:CC,11453
Initial_blinking_SW2/cnt_RNIUQJ121[29]:P,12233
Initial_blinking_SW2/cnt_RNIUQJ121[29]:S,11453
Initial_blinking_SW2/cnt_RNIUQJ121[29]:UB,16656
Initial_blinking_SW1/un14_cntlto31_0_o3_0_RNI3AVC1:A,13942
Initial_blinking_SW1/un14_cntlto31_0_o3_0_RNI3AVC1:B,13795
Initial_blinking_SW1/un14_cntlto31_0_o3_0_RNI3AVC1:C,11175
Initial_blinking_SW1/un14_cntlto31_0_o3_0_RNI3AVC1:D,13884
Initial_blinking_SW1/un14_cntlto31_0_o3_0_RNI3AVC1:Y,11175
Initial_blinking_SW1/cnt_RNI6JM2J1[21]:A,
Initial_blinking_SW1/cnt_RNI6JM2J1[21]:B,12381
Initial_blinking_SW1/cnt_RNI6JM2J1[21]:C,16340
Initial_blinking_SW1/cnt_RNI6JM2J1[21]:CC,11253
Initial_blinking_SW1/cnt_RNI6JM2J1[21]:P,
Initial_blinking_SW1/cnt_RNI6JM2J1[21]:S,11253
Initial_blinking_SW1/cnt_RNI6JM2J1[21]:UB,16340
Fast_clk_SW2/cnt_RNI3EEBD1[13]:A,
Fast_clk_SW2/cnt_RNI3EEBD1[13]:B,11835
Fast_clk_SW2/cnt_RNI3EEBD1[13]:C,16257
Fast_clk_SW2/cnt_RNI3EEBD1[13]:CC,11596
Fast_clk_SW2/cnt_RNI3EEBD1[13]:P,11835
Fast_clk_SW2/cnt_RNI3EEBD1[13]:S,11596
Fast_clk_SW2/cnt_RNI3EEBD1[13]:UB,16257
Fast_clk_SW1/cnt_RNIQDU5R[9]:A,
Fast_clk_SW1/cnt_RNIQDU5R[9]:B,12571
Fast_clk_SW1/cnt_RNIQDU5R[9]:C,16121
Fast_clk_SW1/cnt_RNIQDU5R[9]:CC,11663
Fast_clk_SW1/cnt_RNIQDU5R[9]:P,
Fast_clk_SW1/cnt_RNIQDU5R[9]:S,11663
Fast_clk_SW1/cnt_RNIQDU5R[9]:UB,16121
Initial_blinking_SW2/cnt_RNIO0US8[5]:A,
Initial_blinking_SW2/cnt_RNIO0US8[5]:B,11450
Initial_blinking_SW2/cnt_RNIO0US8[5]:C,15827
Initial_blinking_SW2/cnt_RNIO0US8[5]:CC,11856
Initial_blinking_SW2/cnt_RNIO0US8[5]:P,11450
Initial_blinking_SW2/cnt_RNIO0US8[5]:S,11856
Initial_blinking_SW2/cnt_RNIO0US8[5]:UB,15827
Initial_blinking_SW1/cnt[5]:ADn,
Initial_blinking_SW1/cnt[5]:ALn,16180
Initial_blinking_SW1/cnt[5]:CLK,13126
Initial_blinking_SW1/cnt[5]:D,11637
Initial_blinking_SW1/cnt[5]:EN,
Initial_blinking_SW1/cnt[5]:LAT,
Initial_blinking_SW1/cnt[5]:Q,13126
Initial_blinking_SW1/cnt[5]:SD,
Initial_blinking_SW1/cnt[5]:SLn,
Initial_blinking_SW2/un14_cntlto31_0_o2_5:A,11467
Initial_blinking_SW2/un14_cntlto31_0_o2_5:B,11238
Initial_blinking_SW2/un14_cntlto31_0_o2_5:C,11369
Initial_blinking_SW2/un14_cntlto31_0_o2_5:D,11318
Initial_blinking_SW2/un14_cntlto31_0_o2_5:Y,11238
Fast_clk_SW2/cnt_RNITCRRV[9]:A,
Fast_clk_SW2/cnt_RNITCRRV[9]:B,12616
Fast_clk_SW2/cnt_RNITCRRV[9]:C,16114
Fast_clk_SW2/cnt_RNITCRRV[9]:CC,11708
Fast_clk_SW2/cnt_RNITCRRV[9]:P,
Fast_clk_SW2/cnt_RNITCRRV[9]:S,11708
Fast_clk_SW2/cnt_RNITCRRV[9]:UB,16114
Fast_clk_SW1/cnt_RNI6T3GT[10]:A,
Fast_clk_SW1/cnt_RNI6T3GT[10]:B,12571
Fast_clk_SW1/cnt_RNI6T3GT[10]:C,16272
Fast_clk_SW1/cnt_RNI6T3GT[10]:CC,11591
Fast_clk_SW1/cnt_RNI6T3GT[10]:P,
Fast_clk_SW1/cnt_RNI6T3GT[10]:S,11591
Fast_clk_SW1/cnt_RNI6T3GT[10]:UB,16272
Initial_blinking_SW2/cnt_RNIF8C3S[23]:A,
Initial_blinking_SW2/cnt_RNIF8C3S[23]:B,11735
Initial_blinking_SW2/cnt_RNIF8C3S[23]:C,16070
Initial_blinking_SW2/cnt_RNIF8C3S[23]:CC,11523
Initial_blinking_SW2/cnt_RNIF8C3S[23]:P,11735
Initial_blinking_SW2/cnt_RNIF8C3S[23]:S,11523
Initial_blinking_SW2/cnt_RNIF8C3S[23]:UB,16070
Initial_blinking_SW1/cnt[6]:ADn,
Initial_blinking_SW1/cnt[6]:ALn,16180
Initial_blinking_SW1/cnt[6]:CLK,11175
Initial_blinking_SW1/cnt[6]:D,11529
Initial_blinking_SW1/cnt[6]:EN,
Initial_blinking_SW1/cnt[6]:LAT,
Initial_blinking_SW1/cnt[6]:Q,11175
Initial_blinking_SW1/cnt[6]:SD,
Initial_blinking_SW1/cnt[6]:SLn,
Fast_clk_SW2/cnt[13]:ADn,
Fast_clk_SW2/cnt[13]:ALn,16180
Fast_clk_SW2/cnt[13]:CLK,11403
Fast_clk_SW2/cnt[13]:D,11596
Fast_clk_SW2/cnt[13]:EN,
Fast_clk_SW2/cnt[13]:LAT,
Fast_clk_SW2/cnt[13]:Q,11403
Fast_clk_SW2/cnt[13]:SD,
Fast_clk_SW2/cnt[13]:SLn,
green_led1_obuf/U0/U_IOOUTFF:A,
green_led1_obuf/U0/U_IOOUTFF:Y,
Fast_clk_SW1/cnt[12]:ADn,
Fast_clk_SW1/cnt[12]:ALn,16181
Fast_clk_SW1/cnt[12]:CLK,11372
Fast_clk_SW1/cnt[12]:D,11620
Fast_clk_SW1/cnt[12]:EN,
Fast_clk_SW1/cnt[12]:LAT,
Fast_clk_SW1/cnt[12]:Q,11372
Fast_clk_SW1/cnt[12]:SD,
Fast_clk_SW1/cnt[12]:SLn,
clk_ibuf/U0/U_IOPAD:PAD,
clk_ibuf/U0/U_IOPAD:Y,
red_led2_obuf/U0/U_IOOUTFF:A,
red_led2_obuf/U0/U_IOOUTFF:Y,
Fast_clk_SW1/cnt[6]:ADn,
Fast_clk_SW1/cnt[6]:ALn,16181
Fast_clk_SW1/cnt[6]:CLK,11783
Fast_clk_SW1/cnt[6]:D,11719
Fast_clk_SW1/cnt[6]:EN,
Fast_clk_SW1/cnt[6]:LAT,
Fast_clk_SW1/cnt[6]:Q,11783
Fast_clk_SW1/cnt[6]:SD,
Fast_clk_SW1/cnt[6]:SLn,
Initial_blinking_SW1/cnt_RNIO0H3D[4]:A,
Initial_blinking_SW1/cnt_RNIO0H3D[4]:B,12381
Initial_blinking_SW1/cnt_RNIO0H3D[4]:C,16110
Initial_blinking_SW1/cnt_RNIO0H3D[4]:CC,12840
Initial_blinking_SW1/cnt_RNIO0H3D[4]:P,
Initial_blinking_SW1/cnt_RNIO0H3D[4]:S,12381
Initial_blinking_SW1/cnt_RNIO0H3D[4]:UB,16110
Initial_blinking_SW2/cnt[2]:ADn,
Initial_blinking_SW2/cnt[2]:ALn,16181
Initial_blinking_SW2/cnt[2]:CLK,15802
Initial_blinking_SW2/cnt[2]:D,12558
Initial_blinking_SW2/cnt[2]:EN,
Initial_blinking_SW2/cnt[2]:LAT,
Initial_blinking_SW2/cnt[2]:Q,15802
Initial_blinking_SW2/cnt[2]:SD,
Initial_blinking_SW2/cnt[2]:SLn,
Fast_clk_SW1/cnt_RNIP1HKR1[23]:A,
Fast_clk_SW1/cnt_RNIP1HKR1[23]:B,12271
Fast_clk_SW1/cnt_RNIP1HKR1[23]:C,16998
Fast_clk_SW1/cnt_RNIP1HKR1[23]:CC,11494
Fast_clk_SW1/cnt_RNIP1HKR1[23]:D,
Fast_clk_SW1/cnt_RNIP1HKR1[23]:P,12271
Fast_clk_SW1/cnt_RNIP1HKR1[23]:S,11494
Fast_clk_SW1/cnt_RNIP1HKR1[23]:UB,
Initial_blinking_SW2/un14_cntlto31_0_1_0:A,13540
Initial_blinking_SW2/un14_cntlto31_0_1_0:B,11295
Initial_blinking_SW2/un14_cntlto31_0_1_0:C,13443
Initial_blinking_SW2/un14_cntlto31_0_1_0:Y,11295
Initial_blinking_SW2/un14_cntlto31_0_a2_1_3:A,11560
Initial_blinking_SW2/un14_cntlto31_0_a2_1_3:B,11510
Initial_blinking_SW2/un14_cntlto31_0_a2_1_3:C,11295
Initial_blinking_SW2/un14_cntlto31_0_a2_1_3:D,11413
Initial_blinking_SW2/un14_cntlto31_0_a2_1_3:Y,11295
Initial_blinking_SW2/cnt_RNI7F972[0]:A,
Initial_blinking_SW2/cnt_RNI7F972[0]:B,11238
Initial_blinking_SW2/cnt_RNI7F972[0]:C,15751
Initial_blinking_SW2/cnt_RNI7F972[0]:CC,13641
Initial_blinking_SW2/cnt_RNI7F972[0]:P,11238
Initial_blinking_SW2/cnt_RNI7F972[0]:S,12558
Initial_blinking_SW2/cnt_RNI7F972[0]:UB,15751
Fast_clk_SW2/cnt_RNIS483K1[15]:A,
Fast_clk_SW2/cnt_RNIS483K1[15]:B,12616
Fast_clk_SW2/cnt_RNIS483K1[15]:C,16198
Fast_clk_SW2/cnt_RNIS483K1[15]:CC,11619
Fast_clk_SW2/cnt_RNIS483K1[15]:P,
Fast_clk_SW2/cnt_RNIS483K1[15]:S,11619
Fast_clk_SW2/cnt_RNIS483K1[15]:UB,16198
Initial_blinking_SW2/cnt_RNIRA4TC[8]:A,
Initial_blinking_SW2/cnt_RNIRA4TC[8]:B,11565
Initial_blinking_SW2/cnt_RNIRA4TC[8]:C,15945
Initial_blinking_SW2/cnt_RNIRA4TC[8]:CC,11791
Initial_blinking_SW2/cnt_RNIRA4TC[8]:P,11565
Initial_blinking_SW2/cnt_RNIRA4TC[8]:S,11791
Initial_blinking_SW2/cnt_RNIRA4TC[8]:UB,15945
Fast_clk_SW1/cnt_RNIQP30N1[21]:A,
Fast_clk_SW1/cnt_RNIQP30N1[21]:B,12571
Fast_clk_SW1/cnt_RNIQP30N1[21]:C,16377
Fast_clk_SW1/cnt_RNIQP30N1[21]:CC,11443
Fast_clk_SW1/cnt_RNIQP30N1[21]:P,
Fast_clk_SW1/cnt_RNIQP30N1[21]:S,11443
Fast_clk_SW1/cnt_RNIQP30N1[21]:UB,16377
Initial_blinking_SW2/cnt[29]:ADn,
Initial_blinking_SW2/cnt[29]:ALn,16181
Initial_blinking_SW2/cnt[29]:CLK,11369
Initial_blinking_SW2/cnt[29]:D,11453
Initial_blinking_SW2/cnt[29]:EN,
Initial_blinking_SW2/cnt[29]:LAT,
Initial_blinking_SW2/cnt[29]:Q,11369
Initial_blinking_SW2/cnt[29]:SD,
Initial_blinking_SW2/cnt[29]:SLn,
Fast_clk_SW2/cnt[24]:ADn,
Fast_clk_SW2/cnt[24]:ALn,16181
Fast_clk_SW2/cnt[24]:CLK,13644
Fast_clk_SW2/cnt[24]:D,11440
Fast_clk_SW2/cnt[24]:EN,
Fast_clk_SW2/cnt[24]:LAT,
Fast_clk_SW2/cnt[24]:Q,13644
Fast_clk_SW2/cnt[24]:SD,
Fast_clk_SW2/cnt[24]:SLn,
Fast_clk_SW1/cnt[1]:ADn,
Fast_clk_SW1/cnt[1]:ALn,16181
Fast_clk_SW1/cnt[1]:CLK,16061
Fast_clk_SW1/cnt[1]:D,12571
Fast_clk_SW1/cnt[1]:EN,
Fast_clk_SW1/cnt[1]:LAT,
Fast_clk_SW1/cnt[1]:Q,16061
Fast_clk_SW1/cnt[1]:SD,
Fast_clk_SW1/cnt[1]:SLn,
Initial_blinking_SW1/cnt_RNI9N20V[12]:A,
Initial_blinking_SW1/cnt_RNI9N20V[12]:B,11394
Initial_blinking_SW1/cnt_RNI9N20V[12]:C,16117
Initial_blinking_SW1/cnt_RNI9N20V[12]:CC,11430
Initial_blinking_SW1/cnt_RNI9N20V[12]:P,11394
Initial_blinking_SW1/cnt_RNI9N20V[12]:S,11430
Initial_blinking_SW1/cnt_RNI9N20V[12]:UB,16117
Initial_blinking_SW2/cnt[8]:ADn,
Initial_blinking_SW2/cnt[8]:ALn,16181
Initial_blinking_SW2/cnt[8]:CLK,15185
Initial_blinking_SW2/cnt[8]:D,11791
Initial_blinking_SW2/cnt[8]:EN,
Initial_blinking_SW2/cnt[8]:LAT,
Initial_blinking_SW2/cnt[8]:Q,15185
Initial_blinking_SW2/cnt[8]:SD,
Initial_blinking_SW2/cnt[8]:SLn,
Initial_blinking_SW1/cnt_RNI3FRJE1[19]:A,
Initial_blinking_SW1/cnt_RNI3FRJE1[19]:B,11747
Initial_blinking_SW1/cnt_RNI3FRJE1[19]:C,16356
Initial_blinking_SW1/cnt_RNI3FRJE1[19]:CC,11238
Initial_blinking_SW1/cnt_RNI3FRJE1[19]:P,11747
Initial_blinking_SW1/cnt_RNI3FRJE1[19]:S,11238
Initial_blinking_SW1/cnt_RNI3FRJE1[19]:UB,16356
Fast_clk_SW1/cnt[19]:ADn,
Fast_clk_SW1/cnt[19]:ALn,16181
Fast_clk_SW1/cnt[19]:CLK,12639
Fast_clk_SW1/cnt[19]:D,11428
Fast_clk_SW1/cnt[19]:EN,
Fast_clk_SW1/cnt[19]:LAT,
Fast_clk_SW1/cnt[19]:Q,12639
Fast_clk_SW1/cnt[19]:SD,
Fast_clk_SW1/cnt[19]:SLn,
SW1_ibuf/U0/U_IOPAD:PAD,
SW1_ibuf/U0/U_IOPAD:Y,
Fast_clk_SW2/cnt_RNI8KHV91[12]:A,
Fast_clk_SW2/cnt_RNI8KHV91[12]:B,11622
Fast_clk_SW2/cnt_RNI8KHV91[12]:C,16110
Fast_clk_SW2/cnt_RNI8KHV91[12]:CC,11665
Fast_clk_SW2/cnt_RNI8KHV91[12]:P,11622
Fast_clk_SW2/cnt_RNI8KHV91[12]:S,11665
Fast_clk_SW2/cnt_RNI8KHV91[12]:UB,16110
Fast_clk_SW2/cnt[6]:ADn,
Fast_clk_SW2/cnt[6]:ALn,16180
Fast_clk_SW2/cnt[6]:CLK,11549
Fast_clk_SW2/cnt[6]:D,11764
Fast_clk_SW2/cnt[6]:EN,
Fast_clk_SW2/cnt[6]:LAT,
Fast_clk_SW2/cnt[6]:Q,11549
Fast_clk_SW2/cnt[6]:SD,
Fast_clk_SW2/cnt[6]:SLn,
Fast_clk_SW2/cnt[15]:ADn,
