pin,slack
Fast_clk_SW2/cnt[17]:CLK,14651
Fast_clk_SW2/cnt[17]:D,12178
Fast_clk_SW2/cnt[17]:EN,
Fast_clk_SW2/cnt[17]:LAT,
Fast_clk_SW2/cnt[17]:Q,14651
Fast_clk_SW2/cnt[17]:SD,
Fast_clk_SW2/cnt[17]:SLn,
Initial_blinking_SW2/tmp_clk_RNO_4:A,13129
Initial_blinking_SW2/tmp_clk_RNO_4:B,13038
Initial_blinking_SW2/tmp_clk_RNO_4:C,12985
Initial_blinking_SW2/tmp_clk_RNO_4:D,12893
Initial_blinking_SW2/tmp_clk_RNO_4:Y,12893
Fast_clk_SW1/cnt_RNI24MJ4[0]:A,
Fast_clk_SW1/cnt_RNI24MJ4[0]:B,12053
Fast_clk_SW1/cnt_RNI24MJ4[0]:C,16901
Fast_clk_SW1/cnt_RNI24MJ4[0]:D,
Fast_clk_SW1/cnt_RNI24MJ4[0]:FCI,13328
Fast_clk_SW1/cnt_RNI24MJ4[0]:FCO,12053
Fast_clk_SW1/cnt_RNI24MJ4[0]:S,12472
Fast_clk_SW1/un14_cntlto31_0_a2_1_3:A,11766
Fast_clk_SW1/un14_cntlto31_0_a2_1_3:B,11710
Fast_clk_SW1/un14_cntlto31_0_a2_1_3:C,11622
Fast_clk_SW1/un14_cntlto31_0_a2_1_3:D,11512
Fast_clk_SW1/un14_cntlto31_0_a2_1_3:Y,11512
Initial_blinking_SW1/cnt_RNIH2LHN1[23]:A,
Initial_blinking_SW1/cnt_RNIH2LHN1[23]:B,12550
Initial_blinking_SW1/cnt_RNIH2LHN1[23]:C,17256
Initial_blinking_SW1/cnt_RNIH2LHN1[23]:D,
Initial_blinking_SW1/cnt_RNIH2LHN1[23]:FCI,12116
Initial_blinking_SW1/cnt_RNIH2LHN1[23]:FCO,12116
Initial_blinking_SW1/cnt_RNIH2LHN1[23]:S,12154
Fast_clk_SW1/un7_cntlto31_0_a2_1:A,11512
Fast_clk_SW1/un7_cntlto31_0_a2_1:B,12719
Fast_clk_SW1/un7_cntlto31_0_a2_1:Y,11512
Fast_clk_SW1/cnt_RNIUGNLO[8]:A,
Fast_clk_SW1/cnt_RNIUGNLO[8]:B,12205
Fast_clk_SW1/cnt_RNIUGNLO[8]:C,17045
Fast_clk_SW1/cnt_RNIUGNLO[8]:D,
Fast_clk_SW1/cnt_RNIUGNLO[8]:FCI,12053
Fast_clk_SW1/cnt_RNIUGNLO[8]:FCO,12053
Fast_clk_SW1/cnt_RNIUGNLO[8]:S,12357
Fast_clk_SW1/cnt[16]:ADn,
Fast_clk_SW1/cnt[16]:ALn,16174
Fast_clk_SW1/cnt[16]:CLK,14678
Fast_clk_SW1/cnt[16]:D,12205
Fast_clk_SW1/cnt[16]:EN,
Fast_clk_SW1/cnt[16]:LAT,
Fast_clk_SW1/cnt[16]:Q,14678
Fast_clk_SW1/cnt[16]:SD,
Fast_clk_SW1/cnt[16]:SLn,
Initial_blinking_SW1/cnt_RNIMO82M[8]:A,
Initial_blinking_SW1/cnt_RNIMO82M[8]:B,12268
Initial_blinking_SW1/cnt_RNIMO82M[8]:C,17026
Initial_blinking_SW1/cnt_RNIMO82M[8]:D,
Initial_blinking_SW1/cnt_RNIMO82M[8]:FCI,12116
Initial_blinking_SW1/cnt_RNIMO82M[8]:FCO,12116
Initial_blinking_SW1/cnt_RNIMO82M[8]:S,12439
Fast_clk_SW2/un7_cntlto31_0_a3:A,16238
Fast_clk_SW2/un7_cntlto31_0_a3:B,11512
Fast_clk_SW2/un7_cntlto31_0_a3:C,16102
Fast_clk_SW2/un7_cntlto31_0_a3:D,15974
Fast_clk_SW2/un7_cntlto31_0_a3:Y,11512
Initial_blinking_SW1/un14_cntlto31_0_o3_0_RNI6DVC1:A,14701
Initial_blinking_SW1/un14_cntlto31_0_o3_0_RNI6DVC1:B,14651
Initial_blinking_SW1/un14_cntlto31_0_o3_0_RNI6DVC1:C,12116
Initial_blinking_SW1/un14_cntlto31_0_o3_0_RNI6DVC1:D,14395
Initial_blinking_SW1/un14_cntlto31_0_o3_0_RNI6DVC1:Y,12116
Fast_clk_SW1/cnt[5]:ADn,
Fast_clk_SW1/cnt[5]:ALn,16174
Fast_clk_SW1/cnt[5]:CLK,12719
Fast_clk_SW1/cnt[5]:D,12414
Fast_clk_SW1/cnt[5]:EN,
Fast_clk_SW1/cnt[5]:LAT,
Fast_clk_SW1/cnt[5]:Q,12719
Fast_clk_SW1/cnt[5]:SD,
Fast_clk_SW1/cnt[5]:SLn,
Initial_blinking_SW2/cnt[3]:ADn,
Initial_blinking_SW2/cnt[3]:ALn,16174
Initial_blinking_SW2/cnt[3]:CLK,16920
Initial_blinking_SW2/cnt[3]:D,11312
Initial_blinking_SW2/cnt[3]:EN,
Initial_blinking_SW2/cnt[3]:LAT,
Initial_blinking_SW2/cnt[3]:Q,16920
Initial_blinking_SW2/cnt[3]:SD,
Initial_blinking_SW2/cnt[3]:SLn,
Initial_blinking_SW2/cnt_RNI8JG21[10]:A,11158
Initial_blinking_SW2/cnt_RNI8JG21[10]:B,11102
Initial_blinking_SW2/cnt_RNI8JG21[10]:C,11014
Initial_blinking_SW2/cnt_RNI8JG21[10]:D,10904
Initial_blinking_SW2/cnt_RNI8JG21[10]:Y,10904
Initial_blinking_SW2/cnt_RNI1K71Q1[18]:A,
Initial_blinking_SW2/cnt_RNI1K71Q1[18]:B,11210
Initial_blinking_SW2/cnt_RNI1K71Q1[18]:C,17189
Initial_blinking_SW2/cnt_RNI1K71Q1[18]:D,
Initial_blinking_SW2/cnt_RNI1K71Q1[18]:FCI,10904
Initial_blinking_SW2/cnt_RNI1K71Q1[18]:FCO,10904
Initial_blinking_SW2/cnt_RNI1K71Q1[18]:S,11057
Initial_blinking_SW1/cnt[10]:ADn,
Initial_blinking_SW1/cnt[10]:ALn,16174
Initial_blinking_SW1/cnt[10]:CLK,11795
Initial_blinking_SW1/cnt[10]:D,12401
Initial_blinking_SW1/cnt[10]:EN,
Initial_blinking_SW1/cnt[10]:LAT,
Initial_blinking_SW1/cnt[10]:Q,11795
Initial_blinking_SW1/cnt[10]:SD,
Initial_blinking_SW1/cnt[10]:SLn,
Initial_blinking_SW1/cnt_RNIQAR44[0]:A,
Initial_blinking_SW1/cnt_RNIQAR44[0]:B,12116
Initial_blinking_SW1/cnt_RNIQAR44[0]:C,16882
Initial_blinking_SW1/cnt_RNIQAR44[0]:D,
Initial_blinking_SW1/cnt_RNIQAR44[0]:FCI,13399
Initial_blinking_SW1/cnt_RNIQAR44[0]:FCO,12116
Initial_blinking_SW1/cnt_RNIQAR44[0]:S,12554
Fast_clk_SW1/cnt_RNI396K9[2]:A,
Fast_clk_SW1/cnt_RNI396K9[2]:B,12091
Fast_clk_SW1/cnt_RNI396K9[2]:C,16939
Fast_clk_SW1/cnt_RNI396K9[2]:D,
Fast_clk_SW1/cnt_RNI396K9[2]:FCI,12053
Fast_clk_SW1/cnt_RNI396K9[2]:FCO,12053
Fast_clk_SW1/cnt_RNI396K9[2]:S,12471
Fast_clk_SW1/cnt[20]:ADn,
Fast_clk_SW1/cnt[20]:ALn,16174
Fast_clk_SW1/cnt[20]:CLK,13115
Fast_clk_SW1/cnt[20]:D,12129
Fast_clk_SW1/cnt[20]:EN,
Fast_clk_SW1/cnt[20]:LAT,
Fast_clk_SW1/cnt[20]:Q,13115
Fast_clk_SW1/cnt[20]:SD,
Fast_clk_SW1/cnt[20]:SLn,
Clear_outputs/reset:ADn,
Clear_outputs/reset:ALn,
Clear_outputs/reset:CLK,
Clear_outputs/reset:D,
Clear_outputs/reset:EN,
Clear_outputs/reset:LAT,
Clear_outputs/reset:Q,
Clear_outputs/reset:SD,
Clear_outputs/reset:SLn,
Fast_clk_SW2/un14_cntlto31_0_o3_0:A,13542
Fast_clk_SW2/un14_cntlto31_0_o3_0:B,13492
Fast_clk_SW2/un14_cntlto31_0_o3_0:C,12236
Fast_clk_SW2/un14_cntlto31_0_o3_0:D,12026
Fast_clk_SW2/un14_cntlto31_0_o3_0:Y,12026
red_led1_obuf/U0/U_IOOUTFF:A,
red_led1_obuf/U0/U_IOOUTFF:Y,
Initial_blinking_SW2/cnt[10]:ADn,
Initial_blinking_SW2/cnt[10]:ALn,16174
Initial_blinking_SW2/cnt[10]:CLK,11102
Initial_blinking_SW2/cnt[10]:D,11193
Initial_blinking_SW2/cnt[10]:EN,
Initial_blinking_SW2/cnt[10]:LAT,
Initial_blinking_SW2/cnt[10]:Q,11102
Initial_blinking_SW2/cnt[10]:SD,
Initial_blinking_SW2/cnt[10]:SLn,
Initial_blinking_SW2/cnt_RNIRE31I[4]:A,
Initial_blinking_SW2/cnt_RNIRE31I[4]:B,10972
Initial_blinking_SW2/cnt_RNIRE31I[4]:C,16939
Initial_blinking_SW2/cnt_RNIRE31I[4]:D,
Initial_blinking_SW2/cnt_RNIRE31I[4]:FCI,10904
Initial_blinking_SW2/cnt_RNIRE31I[4]:FCO,10904
Initial_blinking_SW2/cnt_RNIRE31I[4]:S,11295
Initial_blinking_SW1/cnt_RNIM6BHQ[10]:A,
Initial_blinking_SW1/cnt_RNIM6BHQ[10]:B,12306
Initial_blinking_SW1/cnt_RNIM6BHQ[10]:C,17064
Initial_blinking_SW1/cnt_RNIM6BHQ[10]:D,
Initial_blinking_SW1/cnt_RNIM6BHQ[10]:FCI,12116
Initial_blinking_SW1/cnt_RNIM6BHQ[10]:FCO,12116
Initial_blinking_SW1/cnt_RNIM6BHQ[10]:S,12401
Fast_clk_SW1/cnt[0]:ADn,
Fast_clk_SW1/cnt[0]:ALn,16174
Fast_clk_SW1/cnt[0]:CLK,16901
Fast_clk_SW1/cnt[0]:D,12472
Fast_clk_SW1/cnt[0]:EN,
Fast_clk_SW1/cnt[0]:LAT,
Fast_clk_SW1/cnt[0]:Q,16901
Fast_clk_SW1/cnt[0]:SD,
Fast_clk_SW1/cnt[0]:SLn,
Fast_clk_SW2/cnt_RNI5IPL8[1]:A,
Fast_clk_SW2/cnt_RNI5IPL8[1]:B,12045
Fast_clk_SW2/cnt_RNI5IPL8[1]:C,16901
Fast_clk_SW2/cnt_RNI5IPL8[1]:D,
Fast_clk_SW2/cnt_RNI5IPL8[1]:FCI,12026
Fast_clk_SW2/cnt_RNI5IPL8[1]:FCO,12026
Fast_clk_SW2/cnt_RNI5IPL8[1]:S,12464
Fast_clk_SW1/cnt[2]:ADn,
Fast_clk_SW1/cnt[2]:ALn,16174
Fast_clk_SW1/cnt[2]:CLK,16939
Fast_clk_SW1/cnt[2]:D,12471
Fast_clk_SW1/cnt[2]:EN,
Fast_clk_SW1/cnt[2]:LAT,
Fast_clk_SW1/cnt[2]:Q,16939
Fast_clk_SW1/cnt[2]:SD,
Fast_clk_SW1/cnt[2]:SLn,
Fast_clk_SW2/cnt_RNIGBJ5N[6]:A,
Fast_clk_SW2/cnt_RNIGBJ5N[6]:B,12140
Fast_clk_SW2/cnt_RNIGBJ5N[6]:C,16988
Fast_clk_SW2/cnt_RNIGBJ5N[6]:D,
Fast_clk_SW2/cnt_RNIGBJ5N[6]:FCI,12026
Fast_clk_SW2/cnt_RNIGBJ5N[6]:FCO,12026
Fast_clk_SW2/cnt_RNIGBJ5N[6]:S,12387
green_led1_obuf/U0/U_IOENFF:A,
green_led1_obuf/U0/U_IOENFF:Y,
Fast_clk_SW2/un14_cntlto31_0_o3_0_RNIA4EM1:A,14701
Fast_clk_SW2/un14_cntlto31_0_o3_0_RNIA4EM1:B,14651
Fast_clk_SW2/un14_cntlto31_0_o3_0_RNIA4EM1:C,12026
Fast_clk_SW2/un14_cntlto31_0_o3_0_RNIA4EM1:D,14395
Fast_clk_SW2/un14_cntlto31_0_o3_0_RNIA4EM1:Y,12026
Initial_blinking_SW2/cnt[21]:ADn,
Initial_blinking_SW2/cnt[21]:ALn,16174
Initial_blinking_SW2/cnt[21]:CLK,13220
Initial_blinking_SW2/cnt[21]:D,11006
Initial_blinking_SW2/cnt[21]:EN,
Initial_blinking_SW2/cnt[21]:LAT,
Initial_blinking_SW2/cnt[21]:Q,13220
Initial_blinking_SW2/cnt[21]:SD,
Initial_blinking_SW2/cnt[21]:SLn,
Initial_blinking_SW2/cnt_RNIGG66O[6]:A,
Initial_blinking_SW2/cnt_RNIGG66O[6]:B,11006
Initial_blinking_SW2/cnt_RNIGG66O[6]:C,16977
Initial_blinking_SW2/cnt_RNIGG66O[6]:D,
Initial_blinking_SW2/cnt_RNIGG66O[6]:FCI,10904
Initial_blinking_SW2/cnt_RNIGG66O[6]:FCO,10904
Initial_blinking_SW2/cnt_RNIGG66O[6]:S,11261
Initial_blinking_SW2/cnt_RNI5VK3L[5]:A,
Initial_blinking_SW2/cnt_RNI5VK3L[5]:B,10989
Initial_blinking_SW2/cnt_RNI5VK3L[5]:C,16958
Initial_blinking_SW2/cnt_RNI5VK3L[5]:D,
Initial_blinking_SW2/cnt_RNI5VK3L[5]:FCI,10904
Initial_blinking_SW2/cnt_RNI5VK3L[5]:FCO,10904
Initial_blinking_SW2/cnt_RNI5VK3L[5]:S,11278
Initial_blinking_SW1/cnt[2]:ADn,
Initial_blinking_SW1/cnt[2]:ALn,16174
Initial_blinking_SW1/cnt[2]:CLK,16920
Initial_blinking_SW1/cnt[2]:D,12553
Initial_blinking_SW1/cnt[2]:EN,
Initial_blinking_SW1/cnt[2]:LAT,
Initial_blinking_SW1/cnt[2]:Q,16920
Initial_blinking_SW1/cnt[2]:SD,
Initial_blinking_SW1/cnt[2]:SLn,
Initial_blinking_SW2/cnt_RNIIVHUE[3]:A,
Initial_blinking_SW2/cnt_RNIIVHUE[3]:B,10955
Initial_blinking_SW2/cnt_RNIIVHUE[3]:C,16920
Initial_blinking_SW2/cnt_RNIIVHUE[3]:D,
Initial_blinking_SW2/cnt_RNIIVHUE[3]:FCI,10904
Initial_blinking_SW2/cnt_RNIIVHUE[3]:FCO,10904
Initial_blinking_SW2/cnt_RNIIVHUE[3]:S,11312
Initial_blinking_SW2/cnt_RNINS7GV1[20]:A,
Initial_blinking_SW2/cnt_RNINS7GV1[20]:B,11244
Initial_blinking_SW2/cnt_RNINS7GV1[20]:C,17227
Initial_blinking_SW2/cnt_RNINS7GV1[20]:D,
Initial_blinking_SW2/cnt_RNINS7GV1[20]:FCI,10904
Initial_blinking_SW2/cnt_RNINS7GV1[20]:FCO,10904
Initial_blinking_SW2/cnt_RNINS7GV1[20]:S,11023
Initial_blinking_SW1/cnt[5]:ADn,
Initial_blinking_SW1/cnt[5]:ALn,16174
Initial_blinking_SW1/cnt[5]:CLK,16977
Initial_blinking_SW1/cnt[5]:D,12496
Initial_blinking_SW1/cnt[5]:EN,
Initial_blinking_SW1/cnt[5]:LAT,
Initial_blinking_SW1/cnt[5]:Q,16977
Initial_blinking_SW1/cnt[5]:SD,
Initial_blinking_SW1/cnt[5]:SLn,
Fast_clk_SW1/cnt_RNI2KDND1[17]:A,
Fast_clk_SW1/cnt_RNI2KDND1[17]:B,12376
Fast_clk_SW1/cnt_RNI2KDND1[17]:C,17216
Fast_clk_SW1/cnt_RNI2KDND1[17]:D,
Fast_clk_SW1/cnt_RNI2KDND1[17]:FCI,12053
Fast_clk_SW1/cnt_RNI2KDND1[17]:FCO,12053
Fast_clk_SW1/cnt_RNI2KDND1[17]:S,12186
Fast_clk_SW1/cnt_RNIME5GT[10]:A,
Fast_clk_SW1/cnt_RNIME5GT[10]:B,12243
Fast_clk_SW1/cnt_RNIME5GT[10]:C,17075
Fast_clk_SW1/cnt_RNIME5GT[10]:D,
Fast_clk_SW1/cnt_RNIME5GT[10]:FCI,12053
Fast_clk_SW1/cnt_RNIME5GT[10]:FCO,12053
Fast_clk_SW1/cnt_RNIME5GT[10]:S,12319
Initial_blinking_SW1/cnt[6]:ADn,
Initial_blinking_SW1/cnt[6]:ALn,16174
Initial_blinking_SW1/cnt[6]:CLK,12748
Initial_blinking_SW1/cnt[6]:D,12477
Initial_blinking_SW1/cnt[6]:EN,
Initial_blinking_SW1/cnt[6]:LAT,
Initial_blinking_SW1/cnt[6]:Q,12748
Initial_blinking_SW1/cnt[6]:SD,
Initial_blinking_SW1/cnt[6]:SLn,
Fast_clk_SW2/cnt[13]:ADn,
Fast_clk_SW2/cnt[13]:ALn,16174
Fast_clk_SW2/cnt[13]:CLK,12333
Fast_clk_SW2/cnt[13]:D,12254
Fast_clk_SW2/cnt[13]:EN,
Fast_clk_SW2/cnt[13]:LAT,
Fast_clk_SW2/cnt[13]:Q,12333
Fast_clk_SW2/cnt[13]:SD,
Fast_clk_SW2/cnt[13]:SLn,
Initial_blinking_SW2/cnt_RNIDPA541[10]:A,
Initial_blinking_SW2/cnt_RNIDPA541[10]:B,11074
Initial_blinking_SW2/cnt_RNIDPA541[10]:C,17045
Initial_blinking_SW2/cnt_RNIDPA541[10]:D,
Initial_blinking_SW2/cnt_RNIDPA541[10]:FCI,10904
Initial_blinking_SW2/cnt_RNIDPA541[10]:FCO,10904
Initial_blinking_SW2/cnt_RNIDPA541[10]:S,11193
green_led1_obuf/U0/U_IOOUTFF:A,
green_led1_obuf/U0/U_IOOUTFF:Y,
Fast_clk_SW1/cnt[12]:ADn,
Fast_clk_SW1/cnt[12]:ALn,16174
Fast_clk_SW1/cnt[12]:CLK,12360
Fast_clk_SW1/cnt[12]:D,12281
Fast_clk_SW1/cnt[12]:EN,
Fast_clk_SW1/cnt[12]:LAT,
Fast_clk_SW1/cnt[12]:Q,12360
Fast_clk_SW1/cnt[12]:SD,
Fast_clk_SW1/cnt[12]:SLn,
clk_ibuf/U0/U_IOPAD:PAD,
clk_ibuf/U0/U_IOPAD:Y,
red_led2_obuf/U0/U_IOOUTFF:A,
red_led2_obuf/U0/U_IOOUTFF:Y,
Fast_clk_SW2/cnt_RNI5E4RQ1[17]:A,
Fast_clk_SW2/cnt_RNI5E4RQ1[17]:B,12349
Fast_clk_SW2/cnt_RNI5E4RQ1[17]:C,17189
Fast_clk_SW2/cnt_RNI5E4RQ1[17]:D,
Fast_clk_SW2/cnt_RNI5E4RQ1[17]:FCI,12026
Fast_clk_SW2/cnt_RNI5E4RQ1[17]:FCO,12026
Fast_clk_SW2/cnt_RNI5E4RQ1[17]:S,12178
Fast_clk_SW1/cnt_RNI9GDAP1[22]:A,
Fast_clk_SW1/cnt_RNI9GDAP1[22]:B,12471
Fast_clk_SW1/cnt_RNI9GDAP1[22]:C,17256
Fast_clk_SW1/cnt_RNI9GDAP1[22]:D,
Fast_clk_SW1/cnt_RNI9GDAP1[22]:FCI,12053
Fast_clk_SW1/cnt_RNI9GDAP1[22]:FCO,12053
Fast_clk_SW1/cnt_RNI9GDAP1[22]:S,12091
Fast_clk_SW1/cnt[6]:ADn,
Fast_clk_SW1/cnt[6]:ALn,16174
Fast_clk_SW1/cnt[6]:CLK,11512
Fast_clk_SW1/cnt[6]:D,12395
Fast_clk_SW1/cnt[6]:EN,
Fast_clk_SW1/cnt[6]:LAT,
Fast_clk_SW1/cnt[6]:Q,11512
Fast_clk_SW1/cnt[6]:SD,
Fast_clk_SW1/cnt[6]:SLn,
Fast_clk_SW2/cnt_RNIVTQ8K[5]:A,
Fast_clk_SW2/cnt_RNIVTQ8K[5]:B,12121
Fast_clk_SW2/cnt_RNIVTQ8K[5]:C,16977
Fast_clk_SW2/cnt_RNIVTQ8K[5]:D,
Fast_clk_SW2/cnt_RNIVTQ8K[5]:FCI,12026
Fast_clk_SW2/cnt_RNIVTQ8K[5]:FCO,12026
Fast_clk_SW2/cnt_RNIVTQ8K[5]:S,12406
Initial_blinking_SW2/cnt[2]:ADn,
Initial_blinking_SW2/cnt[2]:ALn,16174
Initial_blinking_SW2/cnt[2]:CLK,16901
Initial_blinking_SW2/cnt[2]:D,11322
Initial_blinking_SW2/cnt[2]:EN,
Initial_blinking_SW2/cnt[2]:LAT,
Initial_blinking_SW2/cnt[2]:Q,16901
Initial_blinking_SW2/cnt[2]:SD,
Initial_blinking_SW2/cnt[2]:SLn,
Fast_clk_SW2/cnt_RNI9GKEI2[24]:A,
Fast_clk_SW2/cnt_RNI9GKEI2[24]:B,12464
Fast_clk_SW2/cnt_RNI9GKEI2[24]:C,17256
Fast_clk_SW2/cnt_RNI9GKEI2[24]:D,
Fast_clk_SW2/cnt_RNI9GKEI2[24]:FCI,12026
Fast_clk_SW2/cnt_RNI9GKEI2[24]:FCO,12026
Fast_clk_SW2/cnt_RNI9GKEI2[24]:S,12045
Initial_blinking_SW1/cnt_RNI94SRA[3]:A,
Initial_blinking_SW1/cnt_RNI94SRA[3]:B,12173
Initial_blinking_SW1/cnt_RNI94SRA[3]:C,16939
Initial_blinking_SW1/cnt_RNI94SRA[3]:D,
Initial_blinking_SW1/cnt_RNI94SRA[3]:FCI,12116
Initial_blinking_SW1/cnt_RNI94SRA[3]:FCO,12116
Initial_blinking_SW1/cnt_RNI94SRA[3]:S,12534
Fast_clk_SW2/cnt[24]:ADn,
Fast_clk_SW2/cnt[24]:ALn,16174
Fast_clk_SW2/cnt[24]:CLK,14272
Fast_clk_SW2/cnt[24]:D,12045
Fast_clk_SW2/cnt[24]:EN,
Fast_clk_SW2/cnt[24]:LAT,
Fast_clk_SW2/cnt[24]:Q,14272
Fast_clk_SW2/cnt[24]:SD,
Fast_clk_SW2/cnt[24]:SLn,
Fast_clk_SW1/cnt[1]:ADn,
Fast_clk_SW1/cnt[1]:ALn,16174
Fast_clk_SW1/cnt[1]:CLK,16920
Fast_clk_SW1/cnt[1]:D,12472
Fast_clk_SW1/cnt[1]:EN,
Fast_clk_SW1/cnt[1]:LAT,
Fast_clk_SW1/cnt[1]:Q,16920
Fast_clk_SW1/cnt[1]:SD,
Fast_clk_SW1/cnt[1]:SLn,
Initial_blinking_SW2/cnt[8]:ADn,
Initial_blinking_SW2/cnt[8]:ALn,16174
Initial_blinking_SW2/cnt[8]:CLK,10904
Initial_blinking_SW2/cnt[8]:D,11227
Initial_blinking_SW2/cnt[8]:EN,
Initial_blinking_SW2/cnt[8]:LAT,
Initial_blinking_SW2/cnt[8]:Q,10904
Initial_blinking_SW2/cnt[8]:SD,
Initial_blinking_SW2/cnt[8]:SLn,
Fast_clk_SW2/cnt_RNI0EJV91[12]:A,
Fast_clk_SW2/cnt_RNI0EJV91[12]:B,12254
Fast_clk_SW2/cnt_RNI0EJV91[12]:C,17102
Fast_clk_SW2/cnt_RNI0EJV91[12]:D,
Fast_clk_SW2/cnt_RNI0EJV91[12]:FCI,12026
Fast_clk_SW2/cnt_RNI0EJV91[12]:FCO,12026
Fast_clk_SW2/cnt_RNI0EJV91[12]:S,12273
Fast_clk_SW1/cnt[19]:ADn,
Fast_clk_SW1/cnt[19]:ALn,16174
Fast_clk_SW1/cnt[19]:CLK,13018
Fast_clk_SW1/cnt[19]:D,12148
Fast_clk_SW1/cnt[19]:EN,
Fast_clk_SW1/cnt[19]:LAT,
Fast_clk_SW1/cnt[19]:Q,13018
Fast_clk_SW1/cnt[19]:SD,
Fast_clk_SW1/cnt[19]:SLn,
SW1_ibuf/U0/U_IOPAD:PAD,
SW1_ibuf/U0/U_IOPAD:Y,
Fast_clk_SW2/cnt[6]:ADn,
Fast_clk_SW2/cnt[6]:ALn,16174
Fast_clk_SW2/cnt[6]:CLK,12719
Fast_clk_SW2/cnt[6]:D,12387
Fast_clk_SW2/cnt[6]:EN,
Fast_clk_SW2/cnt[6]:LAT,
Fast_clk_SW2/cnt[6]:Q,12719
Fast_clk_SW2/cnt[6]:SD,
Fast_clk_SW2/cnt[6]:SLn,
Fast_clk_SW1/cnt_RNI26U37[1]:A,
Fast_clk_SW1/cnt_RNI26U37[1]:B,12072
Fast_clk_SW1/cnt_RNI26U37[1]:C,16920
Fast_clk_SW1/cnt_RNI26U37[1]:D,
Fast_clk_SW1/cnt_RNI26U37[1]:FCI,12053
Fast_clk_SW1/cnt_RNI26U37[1]:FCO,12053
Fast_clk_SW1/cnt_RNI26U37[1]:S,12472
Initial_blinking_SW2/cnt_RNI34FP8[1]:A,
Initial_blinking_SW2/cnt_RNI34FP8[1]:B,10921
Initial_blinking_SW2/cnt_RNI34FP8[1]:C,16882
Initial_blinking_SW2/cnt_RNI34FP8[1]:D,
Initial_blinking_SW2/cnt_RNI34FP8[1]:FCI,10904
Initial_blinking_SW2/cnt_RNI34FP8[1]:FCO,10904
Initial_blinking_SW2/cnt_RNI34FP8[1]:S,11322
Fast_clk_SW2/cnt[15]:ADn,
Fast_clk_SW2/cnt[15]:ALn,16174
Fast_clk_SW2/cnt[15]:CLK,13542
Fast_clk_SW2/cnt[15]:D,12216
Fast_clk_SW2/cnt[15]:EN,
Fast_clk_SW2/cnt[15]:LAT,
Fast_clk_SW2/cnt[15]:Q,13542
Fast_clk_SW2/cnt[15]:SD,
Fast_clk_SW2/cnt[15]:SLn,
Fast_clk_SW2/un7_cntlto31_0_0:A,17547
Fast_clk_SW2/un7_cntlto31_0_0:B,17491
Fast_clk_SW2/un7_cntlto31_0_0:C,15044
Fast_clk_SW2/un7_cntlto31_0_0:D,11512
Fast_clk_SW2/un7_cntlto31_0_0:Y,11512
Fast_clk_SW1/cnt[18]:ADn,
Fast_clk_SW1/cnt[18]:ALn,16174
Fast_clk_SW1/cnt[18]:CLK,12900
Fast_clk_SW1/cnt[18]:D,12167
Fast_clk_SW1/cnt[18]:EN,
Fast_clk_SW1/cnt[18]:LAT,
Fast_clk_SW1/cnt[18]:Q,12900
Fast_clk_SW1/cnt[18]:SD,
Fast_clk_SW1/cnt[18]:SLn,
Initial_blinking_SW2/cnt_RNIFU83F1[14]:A,
Initial_blinking_SW2/cnt_RNIFU83F1[14]:B,11142
Initial_blinking_SW2/cnt_RNIFU83F1[14]:C,17113
Initial_blinking_SW2/cnt_RNIFU83F1[14]:D,
Initial_blinking_SW2/cnt_RNIFU83F1[14]:FCI,10904
Initial_blinking_SW2/cnt_RNIFU83F1[14]:FCO,10904
Initial_blinking_SW2/cnt_RNIFU83F1[14]:S,11125
Initial_blinking_SW2/cnt[23]:ADn,
Initial_blinking_SW2/cnt[23]:ALn,16174
Initial_blinking_SW2/cnt[23]:CLK,14524
Initial_blinking_SW2/cnt[23]:D,10972
Initial_blinking_SW2/cnt[23]:EN,
Initial_blinking_SW2/cnt[23]:LAT,
Initial_blinking_SW2/cnt[23]:Q,14524
Initial_blinking_SW2/cnt[23]:SD,
Initial_blinking_SW2/cnt[23]:SLn,
Initial_blinking_SW1/cnt[3]:ADn,
Initial_blinking_SW1/cnt[3]:ALn,16174
Initial_blinking_SW1/cnt[3]:CLK,16939
Initial_blinking_SW1/cnt[3]:D,12534
Initial_blinking_SW1/cnt[3]:EN,
Initial_blinking_SW1/cnt[3]:LAT,
Initial_blinking_SW1/cnt[3]:Q,16939
Initial_blinking_SW1/cnt[3]:SD,
Initial_blinking_SW1/cnt[3]:SLn,
Initial_blinking_SW2/cnt[25]:ADn,
Initial_blinking_SW2/cnt[25]:ALn,16174
Initial_blinking_SW2/cnt[25]:CLK,15253
Initial_blinking_SW2/cnt[25]:D,10934
Initial_blinking_SW2/cnt[25]:EN,
Initial_blinking_SW2/cnt[25]:LAT,
Initial_blinking_SW2/cnt[25]:Q,15253
Initial_blinking_SW2/cnt[25]:SD,
Initial_blinking_SW2/cnt[25]:SLn,
Fast_clk_SW2/cnt_RNI9GQA82[21]:A,
Fast_clk_SW2/cnt_RNI9GQA82[21]:B,12425
Fast_clk_SW2/cnt_RNI9GQA82[21]:C,17272
Fast_clk_SW2/cnt_RNI9GQA82[21]:D,
Fast_clk_SW2/cnt_RNI9GQA82[21]:FCI,12026
Fast_clk_SW2/cnt_RNI9GQA82[21]:FCO,12026
Fast_clk_SW2/cnt_RNI9GQA82[21]:S,12102
