pin,slack
Fast_clk_SW1/un7_cntlto31_0_a2_0:A,13997
Fast_clk_SW1/un7_cntlto31_0_a2_0:B,13941
Fast_clk_SW1/un7_cntlto31_0_a2_0:C,12703
Fast_clk_SW1/un7_cntlto31_0_a2_0:D,11512
Fast_clk_SW1/un7_cntlto31_0_a2_0:Y,11512
Initial_blinking_SW2/cnt_RNIPVQ5D2[25]:A,
Initial_blinking_SW2/cnt_RNIPVQ5D2[25]:B,11322
Initial_blinking_SW2/cnt_RNIPVQ5D2[25]:C,17264
Initial_blinking_SW2/cnt_RNIPVQ5D2[25]:D,
Initial_blinking_SW2/cnt_RNIPVQ5D2[25]:FCI,10904
Initial_blinking_SW2/cnt_RNIPVQ5D2[25]:FCO,10904
Initial_blinking_SW2/cnt_RNIPVQ5D2[25]:S,10934
Fast_clk_SW1/un14_cntlto31_0_o2_3:A,13165
Fast_clk_SW1/un14_cntlto31_0_o2_3:B,13115
Fast_clk_SW1/un14_cntlto31_0_o2_3:C,13018
Fast_clk_SW1/un14_cntlto31_0_o2_3:D,12900
Fast_clk_SW1/un14_cntlto31_0_o2_3:Y,12900
Initial_blinking_SW1/un14_cntlto31_0_o3_RNINP5T1:A,12116
Initial_blinking_SW1/un14_cntlto31_0_o3_RNINP5T1:B,13239
Initial_blinking_SW1/un14_cntlto31_0_o3_RNINP5T1:C,13178
Initial_blinking_SW1/un14_cntlto31_0_o3_RNINP5T1:D,15279
Initial_blinking_SW1/un14_cntlto31_0_o3_RNINP5T1:FCI,
Initial_blinking_SW1/un14_cntlto31_0_o3_RNINP5T1:FCO,13399
Initial_blinking_SW1/un14_cntlto31_0_o3_RNINP5T1:Y,12116
Initial_blinking_SW2/cnt_RNI2LPM72[23]:A,
Initial_blinking_SW2/cnt_RNI2LPM72[23]:B,11295
Initial_blinking_SW2/cnt_RNI2LPM72[23]:C,17264
Initial_blinking_SW2/cnt_RNI2LPM72[23]:D,
Initial_blinking_SW2/cnt_RNI2LPM72[23]:FCI,10904
Initial_blinking_SW2/cnt_RNI2LPM72[23]:FCO,10904
Initial_blinking_SW2/cnt_RNI2LPM72[23]:S,10972
Initial_blinking_SW1/un14_cntlto31_0_o3:A,14602
Initial_blinking_SW1/un14_cntlto31_0_o3:B,13239
Initial_blinking_SW1/un14_cntlto31_0_o3:C,14455
Initial_blinking_SW1/un14_cntlto31_0_o3:D,14325
Initial_blinking_SW1/un14_cntlto31_0_o3:Y,13239
green_led2_obuf/U0/U_IOENFF:A,
green_led2_obuf/U0/U_IOENFF:Y,
Initial_blinking_SW2/cnt_RNI3TN9N1[17]:A,
Initial_blinking_SW2/cnt_RNI3TN9N1[17]:B,11193
Initial_blinking_SW2/cnt_RNI3TN9N1[17]:C,17170
Initial_blinking_SW2/cnt_RNI3TN9N1[17]:D,
Initial_blinking_SW2/cnt_RNI3TN9N1[17]:FCI,10904
Initial_blinking_SW2/cnt_RNI3TN9N1[17]:FCO,10904
Initial_blinking_SW2/cnt_RNI3TN9N1[17]:S,11074
Initial_blinking_SW2/cnt_RNIS2O8R[7]:A,
Initial_blinking_SW2/cnt_RNIS2O8R[7]:B,11023
Initial_blinking_SW2/cnt_RNIS2O8R[7]:C,16988
Initial_blinking_SW2/cnt_RNIS2O8R[7]:D,
Initial_blinking_SW2/cnt_RNIS2O8R[7]:FCI,10904
Initial_blinking_SW2/cnt_RNIS2O8R[7]:FCO,10904
Initial_blinking_SW2/cnt_RNIS2O8R[7]:S,11244
Fast_clk_SW2/cnt_RNI9H17U1[18]:A,
Fast_clk_SW2/cnt_RNI9H17U1[18]:B,12368
Fast_clk_SW2/cnt_RNI9H17U1[18]:C,17216
Fast_clk_SW2/cnt_RNI9H17U1[18]:D,
Fast_clk_SW2/cnt_RNI9H17U1[18]:FCI,12026
Fast_clk_SW2/cnt_RNI9H17U1[18]:FCO,12026
Fast_clk_SW2/cnt_RNI9H17U1[18]:S,12159
Fast_clk_SW1/cnt_RNI73BQV[11]:A,
Fast_clk_SW1/cnt_RNI73BQV[11]:B,12262
Fast_clk_SW1/cnt_RNI73BQV[11]:C,17102
Fast_clk_SW1/cnt_RNI73BQV[11]:D,
Fast_clk_SW1/cnt_RNI73BQV[11]:FCI,12053
Fast_clk_SW1/cnt_RNI73BQV[11]:FCO,12053
Fast_clk_SW1/cnt_RNI73BQV[11]:S,12300
Fast_clk_SW1/cnt[24]:ADn,
Fast_clk_SW1/cnt[24]:ALn,16174
Fast_clk_SW1/cnt[24]:CLK,14429
Fast_clk_SW1/cnt[24]:D,12053
Fast_clk_SW1/cnt[24]:EN,
Fast_clk_SW1/cnt[24]:LAT,
Fast_clk_SW1/cnt[24]:Q,14429
Fast_clk_SW1/cnt[24]:SD,
Fast_clk_SW1/cnt[24]:SLn,
Initial_blinking_SW2/cnt_RNI678IK1[16]:A,
Initial_blinking_SW2/cnt_RNI678IK1[16]:B,11176
Initial_blinking_SW2/cnt_RNI678IK1[16]:C,17151
Initial_blinking_SW2/cnt_RNI678IK1[16]:D,
Initial_blinking_SW2/cnt_RNI678IK1[16]:FCI,10904
Initial_blinking_SW2/cnt_RNI678IK1[16]:FCO,10904
Initial_blinking_SW2/cnt_RNI678IK1[16]:S,11091
Initial_blinking_SW2/cnt_RNIOCCK2[27]:A,15697
Initial_blinking_SW2/cnt_RNIOCCK2[27]:B,10904
Initial_blinking_SW2/cnt_RNIOCCK2[27]:C,15540
Initial_blinking_SW2/cnt_RNIOCCK2[27]:D,15253
Initial_blinking_SW2/cnt_RNIOCCK2[27]:FCI,
Initial_blinking_SW2/cnt_RNIOCCK2[27]:FCO,12193
Initial_blinking_SW2/cnt_RNIOCCK2[27]:Y,10904
Initial_blinking_SW1/cnt_RNIGVTE31[14]:A,
Initial_blinking_SW1/cnt_RNIGVTE31[14]:B,12382
Initial_blinking_SW1/cnt_RNIGVTE31[14]:C,17140
Initial_blinking_SW1/cnt_RNIGVTE31[14]:D,
Initial_blinking_SW1/cnt_RNIGVTE31[14]:FCI,12116
Initial_blinking_SW1/cnt_RNIGVTE31[14]:FCO,12116
Initial_blinking_SW1/cnt_RNIGVTE31[14]:S,12325
Fast_clk_SW2/cnt_RNIL94VS[8]:A,
Fast_clk_SW2/cnt_RNIL94VS[8]:B,12178
Fast_clk_SW2/cnt_RNIL94VS[8]:C,17026
Fast_clk_SW2/cnt_RNIL94VS[8]:D,
Fast_clk_SW2/cnt_RNIL94VS[8]:FCI,12026
Fast_clk_SW2/cnt_RNIL94VS[8]:FCO,12026
Fast_clk_SW2/cnt_RNIL94VS[8]:S,12349
Fast_clk_SW2/cnt[10]:ADn,
Fast_clk_SW2/cnt[10]:ALn,16174
Fast_clk_SW2/cnt[10]:CLK,11766
Fast_clk_SW2/cnt[10]:D,12311
Fast_clk_SW2/cnt[10]:EN,
Fast_clk_SW2/cnt[10]:LAT,
Fast_clk_SW2/cnt[10]:Q,11766
Fast_clk_SW2/cnt[10]:SD,
Fast_clk_SW2/cnt[10]:SLn,
Initial_blinking_SW2/cnt[1]:ADn,
Initial_blinking_SW2/cnt[1]:ALn,16174
Initial_blinking_SW2/cnt[1]:CLK,16882
Initial_blinking_SW2/cnt[1]:D,11322
Initial_blinking_SW2/cnt[1]:EN,
Initial_blinking_SW2/cnt[1]:LAT,
Initial_blinking_SW2/cnt[1]:Q,16882
Initial_blinking_SW2/cnt[1]:SD,
Initial_blinking_SW2/cnt[1]:SLn,
SW1_ibuf/U0/U_IOINFF:A,
SW1_ibuf/U0/U_IOINFF:Y,
ip_interface_inst:A,
ip_interface_inst:B,
ip_interface_inst:C,
Fast_clk_SW2/un7_cntlto31_0_a2:A,15147
Fast_clk_SW2/un7_cntlto31_0_a2:B,15091
Fast_clk_SW2/un7_cntlto31_0_a2:C,11512
Fast_clk_SW2/un7_cntlto31_0_a2:D,14875
Fast_clk_SW2/un7_cntlto31_0_a2:Y,11512
Initial_blinking_SW2/tmp_clk_RNO_1:A,15306
Initial_blinking_SW2/tmp_clk_RNO_1:B,12788
Initial_blinking_SW2/tmp_clk_RNO_1:C,15162
Initial_blinking_SW2/tmp_clk_RNO_1:D,15042
Initial_blinking_SW2/tmp_clk_RNO_1:Y,12788
Initial_blinking_SW1/tmp_clk:ADn,
Initial_blinking_SW1/tmp_clk:ALn,16174
Initial_blinking_SW1/tmp_clk:CLK,17329
Initial_blinking_SW1/tmp_clk:D,11541
Initial_blinking_SW1/tmp_clk:EN,
Initial_blinking_SW1/tmp_clk:LAT,
Initial_blinking_SW1/tmp_clk:Q,17329
Initial_blinking_SW1/tmp_clk:SD,
Initial_blinking_SW1/tmp_clk:SLn,
Fast_clk_SW2/cnt_RNI8FOMB2[22]:A,
Fast_clk_SW2/cnt_RNI8FOMB2[22]:B,12444
Fast_clk_SW2/cnt_RNI8FOMB2[22]:C,17272
Fast_clk_SW2/cnt_RNI8FOMB2[22]:D,
Fast_clk_SW2/cnt_RNI8FOMB2[22]:FCI,12026
Fast_clk_SW2/cnt_RNI8FOMB2[22]:FCO,12026
Fast_clk_SW2/cnt_RNI8FOMB2[22]:S,12083
Fast_clk_SW2/cnt[9]:ADn,
Fast_clk_SW2/cnt[9]:ALn,16174
Fast_clk_SW2/cnt[9]:CLK,11710
Fast_clk_SW2/cnt[9]:D,12330
Fast_clk_SW2/cnt[9]:EN,
Fast_clk_SW2/cnt[9]:LAT,
Fast_clk_SW2/cnt[9]:Q,11710
Fast_clk_SW2/cnt[9]:SD,
Fast_clk_SW2/cnt[9]:SLn,
Initial_blinking_SW2/cnt[5]:ADn,
Initial_blinking_SW2/cnt[5]:ALn,16174
Initial_blinking_SW2/cnt[5]:CLK,16958
Initial_blinking_SW2/cnt[5]:D,11278
Initial_blinking_SW2/cnt[5]:EN,
Initial_blinking_SW2/cnt[5]:LAT,
Initial_blinking_SW2/cnt[5]:Q,16958
Initial_blinking_SW2/cnt[5]:SD,
Initial_blinking_SW2/cnt[5]:SLn,
Initial_blinking_SW1/cnt[26]:ADn,
Initial_blinking_SW1/cnt[26]:ALn,16174
Initial_blinking_SW1/cnt[26]:CLK,14549
Initial_blinking_SW1/cnt[26]:D,12159
Initial_blinking_SW1/cnt[26]:EN,
Initial_blinking_SW1/cnt[26]:LAT,
Initial_blinking_SW1/cnt[26]:Q,14549
Initial_blinking_SW1/cnt[26]:SD,
Initial_blinking_SW1/cnt[26]:SLn,
Initial_blinking_SW2/cnt[22]:ADn,
Initial_blinking_SW2/cnt[22]:ALn,16174
Initial_blinking_SW2/cnt[22]:CLK,13273
Initial_blinking_SW2/cnt[22]:D,10989
Initial_blinking_SW2/cnt[22]:EN,
Initial_blinking_SW2/cnt[22]:LAT,
Initial_blinking_SW2/cnt[22]:Q,13273
Initial_blinking_SW2/cnt[22]:SD,
Initial_blinking_SW2/cnt[22]:SLn,
Initial_blinking_SW1/cnt[17]:ADn,
Initial_blinking_SW1/cnt[17]:ALn,16174
Initial_blinking_SW1/cnt[17]:CLK,14651
Initial_blinking_SW1/cnt[17]:D,12268
Initial_blinking_SW1/cnt[17]:EN,
Initial_blinking_SW1/cnt[17]:LAT,
Initial_blinking_SW1/cnt[17]:Q,14651
Initial_blinking_SW1/cnt[17]:SD,
Initial_blinking_SW1/cnt[17]:SLn,
Fast_clk_SW2/cnt[5]:ADn,
Fast_clk_SW2/cnt[5]:ALn,16174
Fast_clk_SW2/cnt[5]:CLK,16977
Fast_clk_SW2/cnt[5]:D,12406
Fast_clk_SW2/cnt[5]:EN,
Fast_clk_SW2/cnt[5]:LAT,
Fast_clk_SW2/cnt[5]:Q,16977
Fast_clk_SW2/cnt[5]:SD,
Fast_clk_SW2/cnt[5]:SLn,
Fast_clk_SW1/cnt[11]:ADn,
Fast_clk_SW1/cnt[11]:ALn,16174
Fast_clk_SW1/cnt[11]:CLK,12263
Fast_clk_SW1/cnt[11]:D,12300
Fast_clk_SW1/cnt[11]:EN,
Fast_clk_SW1/cnt[11]:LAT,
Fast_clk_SW1/cnt[11]:Q,12263
Fast_clk_SW1/cnt[11]:SD,
Fast_clk_SW1/cnt[11]:SLn,
Initial_blinking_SW1/cnt_RNIBRNOS[11]:A,
Initial_blinking_SW1/cnt_RNIBRNOS[11]:B,12325
Initial_blinking_SW1/cnt_RNIBRNOS[11]:C,17075
Initial_blinking_SW1/cnt_RNIBRNOS[11]:D,
Initial_blinking_SW1/cnt_RNIBRNOS[11]:FCI,12116
Initial_blinking_SW1/cnt_RNIBRNOS[11]:FCO,12116
Initial_blinking_SW1/cnt_RNIBRNOS[11]:S,12382
Initial_blinking_SW1/cnt_RNI2IP2J1[21]:A,
Initial_blinking_SW1/cnt_RNI2IP2J1[21]:B,12515
Initial_blinking_SW1/cnt_RNI2IP2J1[21]:C,17272
Initial_blinking_SW1/cnt_RNI2IP2J1[21]:D,
Initial_blinking_SW1/cnt_RNI2IP2J1[21]:FCI,12116
Initial_blinking_SW1/cnt_RNI2IP2J1[21]:FCO,12116
Initial_blinking_SW1/cnt_RNI2IP2J1[21]:S,12192
Fast_clk_SW2/cnt[26]:ADn,
Fast_clk_SW2/cnt[26]:ALn,16174
Fast_clk_SW2/cnt[26]:CLK,14244
Fast_clk_SW2/cnt[26]:D,12079
Fast_clk_SW2/cnt[26]:EN,
Fast_clk_SW2/cnt[26]:LAT,
Fast_clk_SW2/cnt[26]:Q,14244
Fast_clk_SW2/cnt[26]:SD,
Fast_clk_SW2/cnt[26]:SLn,
Fast_clk_SW1/cnt_RNIHV6LJ[6]:A,
Fast_clk_SW1/cnt_RNIHV6LJ[6]:B,12167
Fast_clk_SW1/cnt_RNIHV6LJ[6]:C,17007
Fast_clk_SW1/cnt_RNIHV6LJ[6]:D,
Fast_clk_SW1/cnt_RNIHV6LJ[6]:FCI,12053
Fast_clk_SW1/cnt_RNIHV6LJ[6]:FCO,12053
Fast_clk_SW1/cnt_RNIHV6LJ[6]:S,12395
Initial_blinking_SW2/cnt_RNITNTM5[0]:A,
Initial_blinking_SW2/cnt_RNITNTM5[0]:B,10904
Initial_blinking_SW2/cnt_RNITNTM5[0]:C,16863
Initial_blinking_SW2/cnt_RNITNTM5[0]:D,
Initial_blinking_SW2/cnt_RNITNTM5[0]:FCI,12193
Initial_blinking_SW2/cnt_RNITNTM5[0]:FCO,10904
Initial_blinking_SW2/cnt_RNITNTM5[0]:S,11322
Initial_blinking_SW2/cnt[17]:ADn,
Initial_blinking_SW2/cnt[17]:ALn,16174
Initial_blinking_SW2/cnt[17]:CLK,13422
Initial_blinking_SW2/cnt[17]:D,11074
Initial_blinking_SW2/cnt[17]:EN,
Initial_blinking_SW2/cnt[17]:LAT,
Initial_blinking_SW2/cnt[17]:Q,13422
Initial_blinking_SW2/cnt[17]:SD,
Initial_blinking_SW2/cnt[17]:SLn,
Initial_blinking_SW1/cnt[8]:ADn,
Initial_blinking_SW1/cnt[8]:ALn,16174
Initial_blinking_SW1/cnt[8]:CLK,11651
Initial_blinking_SW1/cnt[8]:D,12439
Initial_blinking_SW1/cnt[8]:EN,
Initial_blinking_SW1/cnt[8]:LAT,
Initial_blinking_SW1/cnt[8]:Q,11651
Initial_blinking_SW1/cnt[8]:SD,
Initial_blinking_SW1/cnt[8]:SLn,
Fast_clk_SW1/un7_cntlto31_0_a2:A,15147
Fast_clk_SW1/un7_cntlto31_0_a2:B,15091
Fast_clk_SW1/un7_cntlto31_0_a2:C,11512
Fast_clk_SW1/un7_cntlto31_0_a2:D,14875
Fast_clk_SW1/un7_cntlto31_0_a2:Y,11512
Initial_blinking_SW2/cnt[24]:ADn,
Initial_blinking_SW2/cnt[24]:ALn,16174
Initial_blinking_SW2/cnt[24]:CLK,13364
Initial_blinking_SW2/cnt[24]:D,10953
Initial_blinking_SW2/cnt[24]:EN,
Initial_blinking_SW2/cnt[24]:LAT,
Initial_blinking_SW2/cnt[24]:Q,13364
Initial_blinking_SW2/cnt[24]:SD,
Initial_blinking_SW2/cnt[24]:SLn,
Initial_blinking_SW2/cnt_RNIFEO722[21]:A,
Initial_blinking_SW2/cnt_RNIFEO722[21]:B,11261
Initial_blinking_SW2/cnt_RNIFEO722[21]:C,17246
Initial_blinking_SW2/cnt_RNIFEO722[21]:D,
Initial_blinking_SW2/cnt_RNIFEO722[21]:FCI,10904
Initial_blinking_SW2/cnt_RNIFEO722[21]:FCO,10904
Initial_blinking_SW2/cnt_RNIFEO722[21]:S,11006
Fast_clk_SW1/cnt[17]:ADn,
Fast_clk_SW1/cnt[17]:ALn,16174
Fast_clk_SW1/cnt[17]:CLK,14132
Fast_clk_SW1/cnt[17]:D,12186
Fast_clk_SW1/cnt[17]:EN,
Fast_clk_SW1/cnt[17]:LAT,
Fast_clk_SW1/cnt[17]:Q,14132
Fast_clk_SW1/cnt[17]:SD,
Fast_clk_SW1/cnt[17]:SLn,
Initial_blinking_SW1/cnt[4]:ADn,
Initial_blinking_SW1/cnt[4]:ALn,16174
Initial_blinking_SW1/cnt[4]:CLK,16958
Initial_blinking_SW1/cnt[4]:D,12515
Initial_blinking_SW1/cnt[4]:EN,
Initial_blinking_SW1/cnt[4]:LAT,
Initial_blinking_SW1/cnt[4]:Q,16958
Initial_blinking_SW1/cnt[4]:SD,
Initial_blinking_SW1/cnt[4]:SLn,
Fast_clk_SW1/cnt_RNII2RUT1[24]_FCINST1:CO,12104
Fast_clk_SW1/cnt_RNII2RUT1[24]_FCINST1:FCI,12104
Display_out/green_led1_4:A,
Display_out/green_led1_4:B,
Display_out/green_led1_4:C,17476
Display_out/green_led1_4:D,17329
Display_out/green_led1_4:Y,17329
Fast_clk_SW1/cnt_RNIN7F5M[7]:A,
Fast_clk_SW1/cnt_RNIN7F5M[7]:B,12186
Fast_clk_SW1/cnt_RNIN7F5M[7]:C,17026
Fast_clk_SW1/cnt_RNIN7F5M[7]:D,
Fast_clk_SW1/cnt_RNIN7F5M[7]:FCI,12053
Fast_clk_SW1/cnt_RNIN7F5M[7]:FCO,12053
Fast_clk_SW1/cnt_RNIN7F5M[7]:S,12376
SW2_ibuf/U0/U_IOPAD:PAD,
SW2_ibuf/U0/U_IOPAD:Y,
Initial_blinking_SW1/cnt_RNIAS2PP1[24]:A,
Initial_blinking_SW1/cnt_RNIAS2PP1[24]:B,12554
Initial_blinking_SW1/cnt_RNIAS2PP1[24]:C,17256
Initial_blinking_SW1/cnt_RNIAS2PP1[24]:D,
Initial_blinking_SW1/cnt_RNIAS2PP1[24]:FCI,12116
Initial_blinking_SW1/cnt_RNIAS2PP1[24]:FCO,12116
Initial_blinking_SW1/cnt_RNIAS2PP1[24]:S,12135
Fast_clk_SW2/cnt_RNIELUI12[19]:A,
Fast_clk_SW2/cnt_RNIELUI12[19]:B,12387
Fast_clk_SW2/cnt_RNIELUI12[19]:C,17235
Fast_clk_SW2/cnt_RNIELUI12[19]:D,
Fast_clk_SW2/cnt_RNIELUI12[19]:FCI,12026
Fast_clk_SW2/cnt_RNIELUI12[19]:FCO,12026
Fast_clk_SW2/cnt_RNIELUI12[19]:S,12140
Fast_clk_SW1/cnt_RNI420MK1[20]:A,
Fast_clk_SW1/cnt_RNI420MK1[20]:B,12433
Fast_clk_SW1/cnt_RNI420MK1[20]:C,17272
Fast_clk_SW1/cnt_RNI420MK1[20]:D,
Fast_clk_SW1/cnt_RNI420MK1[20]:FCI,12053
Fast_clk_SW1/cnt_RNI420MK1[20]:FCO,12053
Fast_clk_SW1/cnt_RNI420MK1[20]:S,12129
Initial_blinking_SW1/cnt_RNIO7H711[13]:A,
Initial_blinking_SW1/cnt_RNIO7H711[13]:B,12363
Initial_blinking_SW1/cnt_RNIO7H711[13]:C,17121
Initial_blinking_SW1/cnt_RNIO7H711[13]:D,
Initial_blinking_SW1/cnt_RNIO7H711[13]:FCI,12116
Initial_blinking_SW1/cnt_RNIO7H711[13]:FCO,12116
Initial_blinking_SW1/cnt_RNIO7H711[13]:S,12344
Fast_clk_SW1/cnt[9]:ADn,
Fast_clk_SW1/cnt[9]:ALn,16174
Fast_clk_SW1/cnt[9]:CLK,11766
Fast_clk_SW1/cnt[9]:D,12338
Fast_clk_SW1/cnt[9]:EN,
Fast_clk_SW1/cnt[9]:LAT,
Fast_clk_SW1/cnt[9]:Q,11766
Fast_clk_SW1/cnt[9]:SD,
Fast_clk_SW1/cnt[9]:SLn,
Fast_clk_SW2/un14_cntlto31_0_o2_0:A,12383
Fast_clk_SW2/un14_cntlto31_0_o2_0:B,12333
Fast_clk_SW2/un14_cntlto31_0_o2_0:C,12236
Fast_clk_SW2/un14_cntlto31_0_o2_0:Y,12236
Fast_clk_SW1/cnt_RNIQFJ1G1[18]:A,
Fast_clk_SW1/cnt_RNIQFJ1G1[18]:B,12395
Fast_clk_SW1/cnt_RNIQFJ1G1[18]:C,17235
Fast_clk_SW1/cnt_RNIQFJ1G1[18]:D,
Fast_clk_SW1/cnt_RNIQFJ1G1[18]:FCI,12053
Fast_clk_SW1/cnt_RNIQFJ1G1[18]:FCO,12053
Fast_clk_SW1/cnt_RNIQFJ1G1[18]:S,12167
Fast_clk_SW1/un14_cntlto31_0_o3_0_RNI3K631:A,14728
Fast_clk_SW1/un14_cntlto31_0_o3_0_RNI3K631:B,14678
Fast_clk_SW1/un14_cntlto31_0_o3_0_RNI3K631:C,12053
Fast_clk_SW1/un14_cntlto31_0_o3_0_RNI3K631:D,14422
Fast_clk_SW1/un14_cntlto31_0_o3_0_RNI3K631:Y,12053
red_led2_obuf/U0/U_IOPAD:D,
red_led2_obuf/U0/U_IOPAD:E,
red_led2_obuf/U0/U_IOPAD:PAD,
Initial_blinking_SW1/cnt[16]:ADn,
Initial_blinking_SW1/cnt[16]:ALn,16174
Initial_blinking_SW1/cnt[16]:CLK,14701
Initial_blinking_SW1/cnt[16]:D,12287
Initial_blinking_SW1/cnt[16]:EN,
Initial_blinking_SW1/cnt[16]:LAT,
Initial_blinking_SW1/cnt[16]:Q,14701
Initial_blinking_SW1/cnt[16]:SD,
Initial_blinking_SW1/cnt[16]:SLn,
red_led1_obuf/U0/U_IOPAD:D,
red_led1_obuf/U0/U_IOPAD:E,
red_led1_obuf/U0/U_IOPAD:PAD,
Initial_blinking_SW1/cnt_RNIN5UJE1[19]:A,
Initial_blinking_SW1/cnt_RNIN5UJE1[19]:B,12477
Initial_blinking_SW1/cnt_RNIN5UJE1[19]:C,17235
Initial_blinking_SW1/cnt_RNIN5UJE1[19]:D,
Initial_blinking_SW1/cnt_RNIN5UJE1[19]:FCI,12116
Initial_blinking_SW1/cnt_RNIN5UJE1[19]:FCO,12116
Initial_blinking_SW1/cnt_RNIN5UJE1[19]:S,12230
Fast_clk_SW1/cnt_RNI5DE4C[3]:A,
Fast_clk_SW1/cnt_RNI5DE4C[3]:B,12110
Fast_clk_SW1/cnt_RNI5DE4C[3]:C,16958
Fast_clk_SW1/cnt_RNI5DE4C[3]:D,
Fast_clk_SW1/cnt_RNI5DE4C[3]:FCI,12053
Fast_clk_SW1/cnt_RNI5DE4C[3]:FCO,12053
Fast_clk_SW1/cnt_RNI5DE4C[3]:S,12452
Initial_blinking_SW2/cnt[20]:ADn,
Initial_blinking_SW2/cnt[20]:ALn,16174
Initial_blinking_SW2/cnt[20]:CLK,14615
Initial_blinking_SW2/cnt[20]:D,11023
Initial_blinking_SW2/cnt[20]:EN,
Initial_blinking_SW2/cnt[20]:LAT,
Initial_blinking_SW2/cnt[20]:Q,14615
Initial_blinking_SW2/cnt[20]:SD,
Initial_blinking_SW2/cnt[20]:SLn,
Fast_clk_SW1/cnt_RNIJCPBI1[19]:A,
Fast_clk_SW1/cnt_RNIJCPBI1[19]:B,12414
Fast_clk_SW1/cnt_RNIJCPBI1[19]:C,17254
Fast_clk_SW1/cnt_RNIJCPBI1[19]:D,
Fast_clk_SW1/cnt_RNIJCPBI1[19]:FCI,12053
Fast_clk_SW1/cnt_RNIJCPBI1[19]:FCO,12053
Fast_clk_SW1/cnt_RNIJCPBI1[19]:S,12148
Initial_blinking_SW2/cnt_RNISP9K91[12]:A,
Initial_blinking_SW2/cnt_RNISP9K91[12]:B,11108
Initial_blinking_SW2/cnt_RNISP9K91[12]:C,17075
Initial_blinking_SW2/cnt_RNISP9K91[12]:D,
Initial_blinking_SW2/cnt_RNISP9K91[12]:FCI,10904
Initial_blinking_SW2/cnt_RNISP9K91[12]:FCO,10904
Initial_blinking_SW2/cnt_RNISP9K91[12]:S,11159
Initial_blinking_SW2/cnt[16]:ADn,
Initial_blinking_SW2/cnt[16]:ALn,16174
Initial_blinking_SW2/cnt[16]:CLK,11245
Initial_blinking_SW2/cnt[16]:D,11091
Initial_blinking_SW2/cnt[16]:EN,
Initial_blinking_SW2/cnt[16]:LAT,
Initial_blinking_SW2/cnt[16]:Q,11245
Initial_blinking_SW2/cnt[16]:SD,
Initial_blinking_SW2/cnt[16]:SLn,
Initial_blinking_SW2/cnt_RNI0CNOS1[19]:A,
Initial_blinking_SW2/cnt_RNI0CNOS1[19]:B,11227
Initial_blinking_SW2/cnt_RNI0CNOS1[19]:C,17208
Initial_blinking_SW2/cnt_RNI0CNOS1[19]:D,
Initial_blinking_SW2/cnt_RNI0CNOS1[19]:FCI,10904
Initial_blinking_SW2/cnt_RNI0CNOS1[19]:FCO,10904
Initial_blinking_SW2/cnt_RNI0CNOS1[19]:S,11040
Initial_blinking_SW1/un7_cntlto31_0:A,17547
Initial_blinking_SW1/un7_cntlto31_0:B,17491
Initial_blinking_SW1/un7_cntlto31_0:C,15044
Initial_blinking_SW1/un7_cntlto31_0:D,11541
Initial_blinking_SW1/un7_cntlto31_0:Y,11541
Fast_clk_SW2/cnt[7]:ADn,
Fast_clk_SW2/cnt[7]:ALn,16174
Fast_clk_SW2/cnt[7]:CLK,11512
Fast_clk_SW2/cnt[7]:D,12368
Fast_clk_SW2/cnt[7]:EN,
Fast_clk_SW2/cnt[7]:LAT,
Fast_clk_SW2/cnt[7]:Q,11512
Fast_clk_SW2/cnt[7]:SD,
Fast_clk_SW2/cnt[7]:SLn,
Initial_blinking_SW1/cnt_RNIBVIQJ[7]:A,
Initial_blinking_SW1/cnt_RNIBVIQJ[7]:B,12249
Initial_blinking_SW1/cnt_RNIBVIQJ[7]:C,17007
Initial_blinking_SW1/cnt_RNIBVIQJ[7]:D,
Initial_blinking_SW1/cnt_RNIBVIQJ[7]:FCI,12116
Initial_blinking_SW1/cnt_RNIBVIQJ[7]:FCO,12116
Initial_blinking_SW1/cnt_RNIBVIQJ[7]:S,12458
Initial_blinking_SW1/cnt[7]:ADn,
Initial_blinking_SW1/cnt[7]:ALn,16174
Initial_blinking_SW1/cnt[7]:CLK,11541
Initial_blinking_SW1/cnt[7]:D,12458
Initial_blinking_SW1/cnt[7]:EN,
Initial_blinking_SW1/cnt[7]:LAT,
Initial_blinking_SW1/cnt[7]:Q,11541
Initial_blinking_SW1/cnt[7]:SD,
Initial_blinking_SW1/cnt[7]:SLn,
green_led1_obuf/U0/U_IOPAD:D,
green_led1_obuf/U0/U_IOPAD:E,
green_led1_obuf/U0/U_IOPAD:PAD,
Fast_clk_SW2/cnt[22]:ADn,
Fast_clk_SW2/cnt[22]:ALn,16174
Fast_clk_SW2/cnt[22]:CLK,13138
Fast_clk_SW2/cnt[22]:D,12083
Fast_clk_SW2/cnt[22]:EN,
Fast_clk_SW2/cnt[22]:LAT,
Fast_clk_SW2/cnt[22]:Q,13138
Fast_clk_SW2/cnt[22]:SD,
Fast_clk_SW2/cnt[22]:SLn,
Fast_clk_SW1/cnt_RNII2RUT1[24]:A,
Fast_clk_SW1/cnt_RNII2RUT1[24]:B,12472
Fast_clk_SW1/cnt_RNII2RUT1[24]:C,17256
Fast_clk_SW1/cnt_RNII2RUT1[24]:D,
Fast_clk_SW1/cnt_RNII2RUT1[24]:FCI,12053
